elementary_flow_id,elementary_flow_name,cas_number,formula,synonyms,compartment,subcompartment,unit_name,flow_status,flow_used,conversion_factor,method_elementary_flow_id,method_elementary_flow_name,method_compartment,method_subcompartment,method_unit,compartment_status,human toxicity: carcinogenic|comparative toxic unit for human (CTUh),human toxicity: non-carcinogenic|comparative toxic unit for human (CTUh),ecotoxicity: freshwater|comparative toxic unit for ecosystems (CTUe)
904cd2c2-71ba-4fe5-b073-24a42301c94c,Cyanide,000057-12-5,CN-,Cyanide (-1); Cyanide ion,water,ground-,kg,ecoinvent orphan,,,,,,,,,,,
80e632a0-29e1-4032-b410-e707d0b3519b,Cyanide,000057-12-5,CN-,Cyanide (-1); Cyanide ion,water,"ground-, long-term",kg,ecoinvent orphan,,,,,,,,,,,
1febb3ea-a4ee-4b7d-a6e7-0c4b6da28188,Cyanide,000057-12-5,CN-,Cyanide (-1); Cyanide ion,water,ocean,kg,ecoinvent orphan,,,,,,,,,,,
c9e29113-8f61-41bb-8bc1-b49c6f152fd9,Cyanide,000057-12-5,CN-,Cyanide (-1); Cyanide ion,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,
c4d10bd2-09da-4082-8cb3-022c92c53221,Cyanide,000057-12-5,CN-,Cyanide (-1); Cyanide ion,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
00df61ec-de0a-4f06-8736-839c6d225859,Cyanoacetic acid,000372-09-8,C3H3NO2,2-cyanoacetic acid; Malonic mononitrile,air,"low population density, long-term",kg,ecoinvent orphan,,,,,,,,,,,
74ed605a-a4b7-4574-8a36-4638928b092d,Cyanoacetic acid,000372-09-8,C3H3NO2,2-cyanoacetic acid; Malonic mononitrile,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,
8af6a281-8879-4945-b476-550612e50527,Cyanoacetic acid,000372-09-8,C3H3NO2,2-cyanoacetic acid; Malonic mononitrile,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
932d7913-eb64-484c-b2ec-7aae36e29017,Cyanoacetic acid,000372-09-8,C3H3NO2,2-cyanoacetic acid; Malonic mononitrile,air,urban air close to ground,kg,ecoinvent orphan,,,,,,,,,,,
06e52cb2-e38a-5657-893b-90c5d9e565a0,Cyanophos,002636-26-2,C9H10NO3PS,,air,non-urban air or from high stacks,kg,"mapped: name, stripped, CAS",,1.0,,cyanophos,Air,continental rural air,kg,mapped,0.0,1.057005599557173e-07,1.761655747741866
c9bb83dc-2498-56d3-8466-21182a89eef5,Cyanophos,002636-26-2,C9H10NO3PS,,air,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cyanophos,Air,urban air,kg,mapped,0.0,1.313173999582178e-06,2.362826917398772
52501096-807d-5338-8f66-c49e1574b9ea,Cyanophos,002636-26-2,C9H10NO3PS,,soil,agricultural,kg,"mapped: name, stripped, CAS",,1.0,,cyanophos,Soil,continental agricultural soil,kg,mapped,0.0,2.34531703770696e-06,49.17960293749815
297c2254-3746-563d-a0e7-c5e83c03fcb4,Cyanophos,002636-26-2,C9H10NO3PS,,soil,forestry,kg,"mapped: name, stripped, CAS",,1.0,,cyanophos,Soil,continental natural soil,kg,mapped,0.0,3.085565456862729e-07,49.17961023603502
7fd81fdf-e64f-52a8-8818-6842ce22daef,Cyanophos,002636-26-2,C9H10NO3PS,,soil,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cyanophos,Soil,continental natural soil,kg,mapped,0.0,3.085565456862729e-07,49.17961023603502
20c278d8-c13f-509d-bcf0-94bb3650ad6a,Cyanophos,002636-26-2,C9H10NO3PS,,water,surface water,kg,"mapped: name, stripped, CAS",,1.0,,cyanophos,Water,continental freshwater,kg,mapped,0.0,4.229886385999115e-06,707.203468369355
cb90dbca-e35f-5323-aaf8-ecdcc16ed4c6,Cyanophos,002636-26-2,C9H10NO3PS,,water,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cyanophos,Water,continental freshwater,kg,mapped,0.0,4.229886385999115e-06,707.203468369355
67fc54ee-a2b7-54c3-a5ad-18e2ad0a38e9,Cyantraniliprole,736994-63-1,C19H14BrClN6O2,,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,
10b4df30-fdca-53db-9311-1fdd20bac07d,Cyantraniliprole,736994-63-1,C19H14BrClN6O2,,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
c493e54d-3a9f-5a3c-bcae-34730687ae33,Cyantraniliprole,736994-63-1,C19H14BrClN6O2,,soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,
ece0b78f-fe4f-5e4b-93c5-04eafa0f4508,Cyantraniliprole,736994-63-1,C19H14BrClN6O2,,soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,
1fb4666b-6bf5-5ad3-85c7-59ad337a0983,Cyantraniliprole,736994-63-1,C19H14BrClN6O2,,soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
c0d902e2-d4b7-51d6-a82a-967b13510174,Cyantraniliprole,736994-63-1,C19H14BrClN6O2,,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,
ba725f7b-baab-5143-96f1-e25329bde991,Cyantraniliprole,736994-63-1,C19H14BrClN6O2,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
5dcb4eee-0c35-5ff5-9fb4-972129adf94d,Cyazofamid,120116-88-3,C13H13ClN4O2S,"4-chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)imidazole-1-sulfonamide",air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,
db263701-f351-55fe-b900-80167ceaa70c,Cyazofamid,120116-88-3,C13H13ClN4O2S,"4-chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)imidazole-1-sulfonamide",air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
958f4c12-7cfb-5662-afda-75ac755de94e,Cyazofamid,120116-88-3,C13H13ClN4O2S,"4-chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)imidazole-1-sulfonamide",soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,
c0df9a55-5aa9-5d85-99f4-f08fc82a2c2e,Cyazofamid,120116-88-3,C13H13ClN4O2S,"4-chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)imidazole-1-sulfonamide",soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,
ecff4e71-51b1-5900-8196-93d93e2a86c5,Cyazofamid,120116-88-3,C13H13ClN4O2S,"4-chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)imidazole-1-sulfonamide",soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
37bc6f19-4179-53c0-867a-b93d779778cf,Cyazofamid,120116-88-3,C13H13ClN4O2S,"4-chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)imidazole-1-sulfonamide",water,surface water,kg,ecoinvent orphan,,,,,,,,,,,
43f147dd-cbbc-5aae-b5d7-7d48124ef975,Cyazofamid,120116-88-3,C13H13ClN4O2S,"4-chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)imidazole-1-sulfonamide",water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
37e9c994-3d69-4fb8-a935-ba30e6d64ae3,Cyclanilide,113136-77-9,C11H9Cl2NO3,"1-(((2,4-dichlorophenyl)amino)carbonyl)cyclopropanecarboxylic acid; 1-[(2,4-dichlorophenyl)carbamoyl]cyclopropane-1-carboxylic acid",soil,agricultural,kg,"mapped: name, stripped, CAS",,1.0,,cyclanilide,Soil,continental agricultural soil,kg,mapped,0.0,0.0,2001.011027274177
ec7ba463-a4b7-5cc0-ac99-f609f2fdb80d,Cyclaniliprole,,C21H17Br2Cl2N5O2,,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,
46d9ceaf-9a2b-5e3f-b23b-0af1cf9dd4fd,Cyclaniliprole,,C21H17Br2Cl2N5O2,,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
e0817ccc-ef9c-57d4-98fe-3c12d5ee5cfc,Cyclaniliprole,,C21H17Br2Cl2N5O2,,soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,
a79a25e6-c30f-51c2-a8f9-7076a768f49a,Cyclaniliprole,,C21H17Br2Cl2N5O2,,soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,
064d1167-b20e-58d8-b5c6-c0141905e4bd,Cyclaniliprole,,C21H17Br2Cl2N5O2,,soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
9bc8e0de-16c4-5df6-88ff-44c325f19271,Cyclaniliprole,,C21H17Br2Cl2N5O2,,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,
de3e63c1-a927-5b28-9a51-c83228da4302,Cyclaniliprole,,C21H17Br2Cl2N5O2,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
cda4b50b-b4f9-58c3-97a9-f252bb19bca1,Cyclethrin,000097-11-0,C21H28O3,,air,non-urban air or from high stacks,kg,"mapped: name, stripped, CAS",,1.0,,cyclethrin,Air,continental rural air,kg,mapped,0.0,0.0,21.5512557228332
888c132b-6421-5279-a597-bc009e6f13cc,Cyclethrin,000097-11-0,C21H28O3,,air,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cyclethrin,Air,urban air,kg,mapped,0.0,0.0,265.7192600673351
2bb4531f-ff0f-5f4c-b373-bef17e765aac,Cyclethrin,000097-11-0,C21H28O3,,soil,agricultural,kg,"mapped: name, stripped, CAS",,1.0,,cyclethrin,Soil,continental agricultural soil,kg,mapped,0.0,0.0,22.79394543140689
a0fb87e2-f87f-5456-886e-1ac2da9c9c16,Cyclethrin,000097-11-0,C21H28O3,,soil,forestry,kg,"mapped: name, stripped, CAS",,1.0,,cyclethrin,Soil,continental natural soil,kg,mapped,0.0,0.0,22.7939456759233
e0dcc2dd-24f3-550f-9d27-1d3d3680676f,Cyclethrin,000097-11-0,C21H28O3,,soil,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cyclethrin,Soil,continental natural soil,kg,mapped,0.0,0.0,22.7939456759233
1e06369e-26a4-5ded-be5b-33ea2d8b45dc,Cyclethrin,000097-11-0,C21H28O3,,water,surface water,kg,"mapped: name, stripped, CAS",,1.0,,cyclethrin,Water,continental freshwater,kg,mapped,0.0,0.0,98742.40161265351
00fc9c3f-6f02-5ec0-b3ee-3196c547f69e,Cyclethrin,000097-11-0,C21H28O3,,water,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cyclethrin,Water,continental freshwater,kg,mapped,0.0,0.0,98742.40161265351
2382972a-e937-5d4e-b1ec-17300b5cb15e,Cycloate,001134-23-2,C11H21NOS,,air,non-urban air or from high stacks,kg,"mapped: name, stripped, CAS",,1.0,,cycloate,Air,continental rural air,kg,mapped,0.0,0.0,26.60879114608987
052c5214-32ad-5d52-b5e3-e714452f1e03,Cycloate,001134-23-2,C11H21NOS,,air,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cycloate,Air,urban air,kg,mapped,0.0,0.0,33.36210249148385
ff172474-0c65-530e-b88f-2d400e634897,Cycloate,001134-23-2,C11H21NOS,,soil,agricultural,kg,"mapped: name, stripped, CAS",,1.0,,cycloate,Soil,continental agricultural soil,kg,mapped,0.0,0.0,266.1441077416044
fabbd14f-c2b7-5471-93fa-3d0ed9eb2745,Cycloate,001134-23-2,C11H21NOS,,soil,forestry,kg,"mapped: name, stripped, CAS",,1.0,,cycloate,Soil,continental natural soil,kg,mapped,0.0,0.0,266.1348556194689
96dbbb35-f4fd-563e-8c57-0a9facd5dd6a,Cycloate,001134-23-2,C11H21NOS,,soil,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cycloate,Soil,continental natural soil,kg,mapped,0.0,0.0,266.1348556194689
06683f97-8fb5-565b-b4a1-737e42a4c5ce,Cycloate,001134-23-2,C11H21NOS,,water,surface water,kg,"mapped: name, stripped, CAS",,1.0,,cycloate,Water,continental freshwater,kg,mapped,0.0,0.0,7111.917912490437
fec92298-969d-5d41-b822-25655dd44f85,Cycloate,001134-23-2,C11H21NOS,,water,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cycloate,Water,continental freshwater,kg,mapped,0.0,0.0,7111.917912490437
9ada9c2e-9817-42fe-88ba-3c18aba85585,Cyclohexane,000110-82-7,C6H12,CxHy aromatic,air,"low population density, long-term",kg,"mapped: name, stripped, CAS",,1.0,,cyclohexane,Air,continental rural air,kg,mapped,0.0,1.5751494749405e-09,0.000363790183966395
22ff429e-4506-428d-9bba-4f9595ed3b99,Cyclohexane,000110-82-7,C6H12,CxHy aromatic,air,non-urban air or from high stacks,kg,"mapped: name, stripped, CAS",,1.0,,cyclohexane,Air,continental rural air,kg,mapped,0.0,1.5751494749405e-09,0.000363790183966395
165aaeac-93d1-4afd-adf2-e3d6c0eaf629,Cyclohexane,000110-82-7,C6H12,CxHy aromatic,air,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cyclohexane,Air,urban air,kg,mapped,0.0,2.108514775979077e-08,0.0007808767589284852
5512f026-b3a9-419a-b787-c0be0b39be1c,Cyclohexane,000110-82-7,C6H12,CxHy aromatic,air,urban air close to ground,kg,"mapped: name, stripped, CAS",,1.0,,cyclohexane,Air,urban air,kg,mapped,0.0,2.108514775979077e-08,0.0007808767589284852
e3dabe3a-e385-496d-8c84-288d45356c79,Cyclohexane,000110-82-7,C6H12,CxHy aromatic,water,ground-,kg,"mapped: name, stripped, CAS",,1.0,,cyclohexane,Water,continental freshwater,kg,mapped,0.0,1.221927282304732e-08,48.57906116503104
fb96e4da-d810-45a0-8b8a-c8f7bb17df38,Cyclohexane,000110-82-7,C6H12,CxHy aromatic,water,"ground-, long-term",kg,"mapped: name, stripped, CAS",,1.0,,cyclohexane,Water,continental freshwater,kg,mapped,0.0,1.221927282304732e-08,48.57906116503104
eef42847-3015-4f62-97d1-83ea112707f3,Cyclohexane,000110-82-7,C6H12,CxHy aromatic,water,ocean,kg,"mapped: name, stripped, CAS",,1.0,,cyclohexane,Water,continental sea water,kg,mapped,0.0,6.12514923894465e-10,3.502293895509125e-05
1fd12487-3082-4e34-b211-8ba77d1f51f6,Cyclohexane,000110-82-7,C6H12,CxHy aromatic,water,surface water,kg,"mapped: name, stripped, CAS",,1.0,,cyclohexane,Water,continental freshwater,kg,mapped,0.0,1.221927282304732e-08,48.57906116503104
53a12896-8a5b-40b6-81ff-24379f17a050,Cyclohexane,000110-82-7,C6H12,CxHy aromatic,water,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cyclohexane,Water,continental freshwater,kg,mapped,0.0,1.221927282304732e-08,48.57906116503104
eeace110-0b24-5e8c-83a7-d55353314764,Cycloheximide,000066-81-9,C15H23NO4,,air,non-urban air or from high stacks,kg,"mapped: name, stripped, CAS",,1.0,,cycloheximide,Air,continental rural air,kg,mapped,0.0,0.0,5708.254388242392
492b31e3-843f-55a8-a3e2-f80d9b432db1,Cycloheximide,000066-81-9,C15H23NO4,,air,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cycloheximide,Air,urban air,kg,mapped,0.0,0.0,5945.711386615317
4085b238-4522-54da-af46-d3d393be9cae,Cycloheximide,000066-81-9,C15H23NO4,,soil,agricultural,kg,"mapped: name, stripped, CAS",,1.0,,cycloheximide,Soil,continental agricultural soil,kg,mapped,0.0,0.0,7632.03250094114
fd405c66-7cca-547d-aa94-055018f63e09,Cycloheximide,000066-81-9,C15H23NO4,,soil,forestry,kg,"mapped: name, stripped, CAS",,1.0,,cycloheximide,Soil,continental natural soil,kg,mapped,0.0,0.0,7633.46231806942
4ccf3ab5-b0c8-5c15-bdb1-a209ed529e8c,Cycloheximide,000066-81-9,C15H23NO4,,soil,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cycloheximide,Soil,continental natural soil,kg,mapped,0.0,0.0,7633.46231806942
56642145-f599-5773-adaa-93fa86d744a1,Cycloheximide,000066-81-9,C15H23NO4,,water,surface water,kg,"mapped: name, stripped, CAS",,1.0,,cycloheximide,Water,continental freshwater,kg,mapped,0.0,0.0,27971.17319987553
fef6ff96-a04d-50b9-a487-12756126c67f,Cycloheximide,000066-81-9,C15H23NO4,,water,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cycloheximide,Water,continental freshwater,kg,mapped,0.0,0.0,27971.17319987553
87a6d2cc-251c-4a98-9bac-255e97637ccf,Cyclopentane,000287-92-3,C5H10,,air,urban air close to ground,kg,"mapped: name, stripped, CAS",,1.0,,cyclopentane,Air,urban air,kg,mapped,0.0,0.0,0.0006257634507345672
d32a66d3-d6a2-1de6-f9df-b471c4bf51ff,Cyclopropene,002781-85-3,C3H4,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
17fe2e99-10c0-5735-803a-421d19adf688,Cycloxydim,101205-02-1,C17H27NO3S,BAS-517-H,air,non-urban air or from high stacks,kg,"mapped: name, stripped, CAS",,1.0,,cycloxydim,Air,continental rural air,kg,mapped,0.0,0.0,6.824456883987338
e538fbee-bd0e-51da-b57a-256f2b769610,Cycloxydim,101205-02-1,C17H27NO3S,BAS-517-H,air,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cycloxydim,Air,urban air,kg,mapped,0.0,0.0,77.88331495369187
111c5f0c-3dda-4b7c-a5e2-aaada6ab6f79,Cycloxydim,101205-02-1,C17H27NO3S,BAS-517-H,soil,agricultural,kg,"mapped: name, stripped, CAS",,1.0,,cycloxydim,Soil,continental agricultural soil,kg,mapped,0.0,0.0,1.020079366944616
8f785964-c72f-5fec-b3aa-308e43bb5864,Cycloxydim,101205-02-1,C17H27NO3S,BAS-517-H,soil,forestry,kg,"mapped: name, stripped, CAS",,1.0,,cycloxydim,Soil,continental natural soil,kg,mapped,0.0,0.0,0.3921092103921813
311719f8-cd47-53ff-95cc-5e77afecb6d6,Cycloxydim,101205-02-1,C17H27NO3S,BAS-517-H,soil,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cycloxydim,Soil,continental natural soil,kg,mapped,0.0,0.0,0.3921092103921813
a1d16b15-8cc9-5556-84f0-900949ad4822,Cycloxydim,101205-02-1,C17H27NO3S,BAS-517-H,water,surface water,kg,"mapped: name, stripped, CAS",,1.0,,cycloxydim,Water,continental freshwater,kg,mapped,0.0,0.0,316.2799157499235
d7e9c644-1b33-5414-a3ee-ead8bb580d3f,Cycloxydim,101205-02-1,C17H27NO3S,BAS-517-H,water,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cycloxydim,Water,continental freshwater,kg,mapped,0.0,0.0,316.2799157499235
e4dabd51-3222-5779-be55-c0f595703e9e,Cycluron,002163-69-1,C11H22N2O,"3-cyclooctyl-1,1-dimethylurea",air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,
8ad7520a-af1e-5fe3-845b-6391cca33fc1,Cycluron,002163-69-1,C11H22N2O,"3-cyclooctyl-1,1-dimethylurea",air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
a81c4e28-346e-54bb-8519-049315b30e1b,Cycluron,002163-69-1,C11H22N2O,"3-cyclooctyl-1,1-dimethylurea",soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,
a50ede1a-dad1-5aaf-8a6f-d1f5cf56e195,Cycluron,002163-69-1,C11H22N2O,"3-cyclooctyl-1,1-dimethylurea",soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,
6eeeee29-ca2a-571d-9b5b-2e082c02234e,Cycluron,002163-69-1,C11H22N2O,"3-cyclooctyl-1,1-dimethylurea",soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
0cffcc58-e66a-57ac-98dd-c00a7e5d9a33,Cycluron,002163-69-1,C11H22N2O,"3-cyclooctyl-1,1-dimethylurea",water,surface water,kg,ecoinvent orphan,,,,,,,,,,,
951b0ecb-9122-59ca-b7c1-14a2a02caf9d,Cycluron,002163-69-1,C11H22N2O,"3-cyclooctyl-1,1-dimethylurea",water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
f16db6d9-1692-5d7f-873c-72df8abe7b5b,Cyflufenamid,180409-60-3,C20H17F5N2O2,,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,
9a56eeef-0348-5ad9-869c-45bcdb636899,Cyflufenamid,180409-60-3,C20H17F5N2O2,,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
bc1bff29-cbbc-57e0-8a4a-36d045718bda,Cyflufenamid,180409-60-3,C20H17F5N2O2,,soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,
a684caf0-5ab4-5166-8e9f-795ddd9fac6e,Cyflufenamid,180409-60-3,C20H17F5N2O2,,soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,
a47e1ab8-21a4-500e-b0dc-ec9330f684b8,Cyflufenamid,180409-60-3,C20H17F5N2O2,,soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
09dbe3bd-3bb1-50b3-86c6-1eef6738a06e,Cyflufenamid,180409-60-3,C20H17F5N2O2,,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,
c14b4ffc-08e9-5191-b16e-f67727db224a,Cyflufenamid,180409-60-3,C20H17F5N2O2,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
bf6c2dcf-b100-51fb-9d61-c409c83f3963,Cyflumetofen,400882-07-7,C24H24F3NO4,,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,
35b98065-a7bd-5268-a268-9c49b18c9729,Cyflumetofen,400882-07-7,C24H24F3NO4,,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
dacb8e6a-0159-5823-9d6e-17d8144abee0,Cyflumetofen,400882-07-7,C24H24F3NO4,,soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,
45e5060f-1031-59dc-bc7c-913ebfcaa3e5,Cyflumetofen,400882-07-7,C24H24F3NO4,,soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,
a585fe71-3331-5c08-9284-b50bfe5ab636,Cyflumetofen,400882-07-7,C24H24F3NO4,,soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
8c315cc6-40cd-577e-a312-592d40e4b06b,Cyflumetofen,400882-07-7,C24H24F3NO4,,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,
3fecef25-ca5b-5ae5-84cb-3953b04e2f27,Cyflumetofen,400882-07-7,C24H24F3NO4,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
9e5dfb4a-3a7c-5bfa-8504-31febcc8ced4,Cyhalofop,122008-78-0,C16H12FNO4,,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,
df24f76c-1268-5722-b4c7-fef3f0c6ee2f,Cyhalofop,122008-78-0,C16H12FNO4,,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
3f6aded0-c6a8-51ac-82bb-a61201c7a9e5,Cyhalofop,122008-78-0,C16H12FNO4,,soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,
11d21d99-7a7d-5cb4-9194-eb7695b1282c,Cyhalofop,122008-78-0,C16H12FNO4,,soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,
4b0e43f8-ad9c-5d12-bea8-88aa11977a4b,Cyhalofop,122008-78-0,C16H12FNO4,,soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
f2412f2e-a12e-5577-a9f6-0a95766f1dbf,Cyhalofop,122008-78-0,C16H12FNO4,,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,
5c586bac-17ce-5fb9-90e7-f0dd1b4fb6d7,Cyhalofop,122008-78-0,C16H12FNO4,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
490e13b4-fd67-53dc-8e1f-341f5cbd56b4,Cyhalofop-butyl,122008-85-9,C20H20FNO4,,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,
706e01e0-cb4d-5391-a6d9-f8198939f871,Cyhalofop-butyl,122008-85-9,C20H20FNO4,,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
9832bef5-2855-520d-81b5-22d788b94004,Cyhalofop-butyl,122008-85-9,C20H20FNO4,,soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,
f14375e7-0e1e-587c-8a95-25729f286898,Cyhalofop-butyl,122008-85-9,C20H20FNO4,,soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,
6be5418b-33e2-516d-8695-f93cbce8c16b,Cyhalofop-butyl,122008-85-9,C20H20FNO4,,soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
3d1a2bdb-c5f7-5244-a7a4-0c2aa5849a42,Cyhalofop-butyl,122008-85-9,C20H20FNO4,,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,
78f14ce7-737a-55ca-af1d-a7c24ddfd33a,Cyhalofop-butyl,122008-85-9,C20H20FNO4,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,
fb9c4dbd-3d32-5026-b0b8-737a2690a279,Cyhalothrin,068085-85-8,C23H19ClF3NO3,,air,non-urban air or from high stacks,kg,"mapped: name, stripped, CAS",,1.0,,cyhalothrin,Air,continental rural air,kg,mapped,0.0,2.190488497459699e-06,20006.97831382137
7397231e-7e26-5125-9777-d7bd03634d3c,Cyhalothrin,068085-85-8,C23H19ClF3NO3,,air,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cyhalothrin,Air,urban air,kg,mapped,0.0,3.687327130882705e-06,65310.37673590801
63c262e9-5fd4-4160-98aa-cb0b3d0dc2d7,Cyhalothrin,068085-85-8,C23H19ClF3NO3,,soil,agricultural,kg,"mapped: name, stripped, CAS",,1.0,,cyhalothrin,Soil,continental agricultural soil,kg,mapped,0.0,1.677178508521241e-07,785.4149580099053
2d6140af-0d33-57a3-85bc-08f628160b62,Cyhalothrin,068085-85-8,C23H19ClF3NO3,,soil,forestry,kg,"mapped: name, stripped, CAS",,1.0,,cyhalothrin,Soil,continental natural soil,kg,mapped,0.0,7.55635993950655e-09,785.4191491513907
befd697e-549b-500d-b850-7defe00de897,Cyhalothrin,068085-85-8,C23H19ClF3NO3,,soil,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cyhalothrin,Soil,continental natural soil,kg,mapped,0.0,7.55635993950655e-09,785.4191491513907
11bfc17b-f3f9-5caa-9197-7f7fa9e7f4a9,Cyhalothrin,068085-85-8,C23H19ClF3NO3,,water,surface water,kg,"mapped: name, stripped, CAS",,1.0,,cyhalothrin,Water,continental freshwater,kg,mapped,0.0,4.323803230178048e-05,5144720.673238739
8ae033c2-0f95-5345-9061-485d584cd3cf,Cyhalothrin,068085-85-8,C23H19ClF3NO3,,water,unspecified,kg,"mapped: name, stripped, CAS",,1.0,,cyhalothrin,Water,continental freshwater,kg,mapped,0.0,4.323803230178048e-05,5144720.673238739
c902f7b3-c8c7-556d-b028-5ce9348a2f5f,Cyhexatin,013121-70-5,C18H35OSn,,air,non-urban air or from high stacks,kg,mapped: CAS,,1.0,,tricyclohexylhydroxystannane,Air,continental rural air,kg,mapped,0.0,8.479302380987458e-06,2158.821436767589
6b32c04a-2a1e-5f94-b6b5-7e81931dfbf6,Cyhexatin,013121-70-5,C18H35OSn,,air,unspecified,kg,mapped: CAS,,1.0,,tricyclohexylhydroxystannane,Air,urban air,kg,mapped,0.0,2.189954077019694e-05,16614.99807765143
3be7b00e-61f9-5b00-8ca4-4e497692bda1,Cyhexatin,013121-70-5,C18H35OSn,,soil,agricultural,kg,mapped: CAS,,1.0,,tricyclohexylhydroxystannane,Soil,continental agricultural soil,kg,mapped,0.0,3.422060265930498e-07,58.50885429620822
52b10508-2916-53bb-9886-19b9b9e7993f,Cyhexatin,013121-70-5,C18H35OSn,,soil,forestry,kg,mapped: CAS,,1.0,,tricyclohexylhydroxystannane,Soil,continental natural soil,kg,mapped,0.0,4.904450979724643e-08,58.50885384247935
