elementary_flow_id,elementary_flow_name,cas_number,formula,synonyms,compartment,subcompartment,unit_name,flow_status,flow_used,conversion_factor,method_elementary_flow_id,method_elementary_flow_name,method_compartment,method_subcompartment,method_unit,compartment_status,total|UBP,"water use|water resources, evaporated",energy resources|energy resources,mineral resources|mineral resources,land use|land use,climate change|global warming potential (GWP100),ozone depletion|ozone depletion,emissions to air|air pollutants and PM,emissions to air|carcinogenic substances into air,emissions to air|heavy metals into air,emissions to water|water pollutants,emissions to water|POP into water,emissions to water|heavy metals into water,emissions to soil|pesticides into soil,emissions to soil|heavy metals into soil,emissions to air|radioactive substances into air,emissions to water|radioactive substances into water,"waste disposal|waste, non radioactive",waste disposal|radioactive waste to deposit,natural resources|biotic resources
cfad7a84-37a4-535f-a6fa-2a8c1d3a1276,Bromophos-ethyl,004824-78-6,C10H12BrCl2O3PS,,soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c181c10-1908-5a4f-b9f8-a8ff83bda907,Bromophos-ethyl,004824-78-6,C10H12BrCl2O3PS,,soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23ed81f7-03f5-54e8-bdba-1009f5e05345,Bromophos-ethyl,004824-78-6,C10H12BrCl2O3PS,,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b241eee-55bc-5af5-8fb1-d1e119e915b5,Bromophos-ethyl,004824-78-6,C10H12BrCl2O3PS,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2e4394f-61bb-5493-983d-d3d5b7b96a41,Bromopropane,000106-94-5,C3H7Br,1-bromopropane; 1-propylbromide,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f918799d-98d3-5d5d-b02f-480b340d038c,Bromopropane,000106-94-5,C3H7Br,1-bromopropane; 1-propylbromide,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9af6adbe-d5db-5283-ac24-962fe033376e,Bromopropylate,018181-80-1,C17H16Br2O3,"propan-2-yl 2,2-bis(4-bromophenyl)-2-hydroxyacetate",air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082f9b75-8240-5baa-91bd-640db88c5061,Bromopropylate,018181-80-1,C17H16Br2O3,"propan-2-yl 2,2-bis(4-bromophenyl)-2-hydroxyacetate",air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e51c792-b402-5f20-9957-6d80823d4fcc,Bromopropylate,018181-80-1,C17H16Br2O3,"propan-2-yl 2,2-bis(4-bromophenyl)-2-hydroxyacetate",soil,agricultural,kg,"mapped: name, stripped",,1.0,,bromopropylate,soil,agricultural,kg,mapped,1300000.0,,,,,,,,,,,,,1300000.0,,,,,,
6a93bfa4-aec3-57eb-befe-9c28a29a80ba,Bromopropylate,018181-80-1,C17H16Br2O3,"propan-2-yl 2,2-bis(4-bromophenyl)-2-hydroxyacetate",soil,forestry,kg,"mapped: name, stripped",,1.0,,bromopropylate,soil,,,,,,,,,,,,,,,,,,,,,,,
3f207471-6a73-5547-a8b3-74881ff5d28d,Bromopropylate,018181-80-1,C17H16Br2O3,"propan-2-yl 2,2-bis(4-bromophenyl)-2-hydroxyacetate",soil,unspecified,kg,"mapped: name, stripped",,1.0,,bromopropylate,soil,,,,,,,,,,,,,,,,,,,,,,,
327a8f44-d07f-528f-a306-ce1403de25b2,Bromopropylate,018181-80-1,C17H16Br2O3,"propan-2-yl 2,2-bis(4-bromophenyl)-2-hydroxyacetate",water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93244c86-9dbf-5545-9731-e0c7b3f24565,Bromopropylate,018181-80-1,C17H16Br2O3,"propan-2-yl 2,2-bis(4-bromophenyl)-2-hydroxyacetate",water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96b52062-5e2f-40de-921a-f443c08862e4,Bromotrifluoromethane,000075-63-8,CBrF3,"Halon 1301; Methane, bromotrifluoro-",air,"low population density, long-term",kg,mapped: overwrite,,1.0,,"methane, bromotrifluoro-, halon 1301",air,"low population density, long-term",kg,mapped,250000000.0,,,,,,250000000.0,,,,,,,,,,,,,
82957257-07f3-4536-ac8b-175cb2353c75,Bromotrifluoromethane,000075-63-8,CBrF3,"Halon 1301; Methane, bromotrifluoro-",air,non-urban air or from high stacks,kg,mapped: overwrite,,1.0,,"methane, bromotrifluoro-, halon 1301",air,low population density,kg,mapped,250000000.0,,,,,,250000000.0,,,,,,,,,,,,,
4ac2ffc3-312e-4e2d-88c4-2630d4a73d8c,Bromotrifluoromethane,000075-63-8,CBrF3,"Halon 1301; Methane, bromotrifluoro-",air,unspecified,kg,mapped: overwrite,,1.0,,"methane, bromotrifluoro-, halon 1301",air,unspecified,kg,mapped,250000000.0,,,,,,250000000.0,,,,,,,,,,,,,
18ddd879-5496-4419-8ab7-e0d3864d977d,Bromotrifluoromethane,000075-63-8,CBrF3,"Halon 1301; Methane, bromotrifluoro-",air,urban air close to ground,kg,mapped: overwrite,,1.0,,"methane, bromotrifluoro-, halon 1301",air,high population density,kg,mapped,250000000.0,,,,,,250000000.0,,,,,,,,,,,,,
8c690557-25ce-48f2-91b9-58126e82aaf6,Bromoxynil,001689-84-5,C7H3Br2NO,"3,5-dibromo-4-hydroxybenzonitrile",air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b109a1cc-61e8-5bce-96e4-2df0f385cad3,Bromoxynil,001689-84-5,C7H3Br2NO,"3,5-dibromo-4-hydroxybenzonitrile",air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24da787-41ae-4aa3-b13b-36862b5fd10e,Bromoxynil,001689-84-5,C7H3Br2NO,"3,5-dibromo-4-hydroxybenzonitrile",soil,agricultural,kg,"mapped: name, stripped",,1.0,,bromoxynil,soil,agricultural,kg,mapped,1100000.0,,,,,,,,,,,,,1100000.0,,,,,,
6b7d2362-f1a8-5f1c-af65-6dd17354c66c,Bromoxynil,001689-84-5,C7H3Br2NO,"3,5-dibromo-4-hydroxybenzonitrile",soil,forestry,kg,"mapped: name, stripped",,1.0,,bromoxynil,soil,,,,,,,,,,,,,,,,,,,,,,,
8c7ad719-c1be-5c96-a010-97bdd08897ef,Bromoxynil,001689-84-5,C7H3Br2NO,"3,5-dibromo-4-hydroxybenzonitrile",soil,unspecified,kg,"mapped: name, stripped",,1.0,,bromoxynil,soil,,,,,,,,,,,,,,,,,,,,,,,
370bbcdd-6395-4af8-b049-fc5f7339a437,Bromoxynil,001689-84-5,C7H3Br2NO,"3,5-dibromo-4-hydroxybenzonitrile",water,ground-,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35ef9eb3-94a1-461d-bba6-db939f22e0be,Bromoxynil,001689-84-5,C7H3Br2NO,"3,5-dibromo-4-hydroxybenzonitrile",water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05dd4b54-4d3b-52a3-a06a-58eecdf1086d,Bromoxynil,001689-84-5,C7H3Br2NO,"3,5-dibromo-4-hydroxybenzonitrile",water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5f6f205-3036-5524-957d-8787463da882,Bromoxynil heptanoate,056634-95-8,C14H15Br2NO2,,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550a5d3-3618-51fd-a3ad-670e2101c5ef,Bromoxynil heptanoate,056634-95-8,C14H15Br2NO2,,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f307ada-9e3d-5dc2-846b-aba69578bec1,Bromoxynil heptanoate,056634-95-8,C14H15Br2NO2,,soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5028074-d56e-534b-8227-450ff1d60051,Bromoxynil heptanoate,056634-95-8,C14H15Br2NO2,,soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a733067-f752-51bf-8ee0-9d76e04cd4e2,Bromoxynil heptanoate,056634-95-8,C14H15Br2NO2,,soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d8b2836-d50d-525f-8fc0-143b54efb15d,Bromoxynil heptanoate,056634-95-8,C14H15Br2NO2,,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508df156-72a5-5f33-b15e-2e99c0fe844b,Bromoxynil heptanoate,056634-95-8,C14H15Br2NO2,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f161a087-a1fd-51ac-8773-b4e7f0fcf5b4,Bromoxynil octanoate,001689-99-2,C15H17Br2NO2,"(2,6-dibromo-4-cyanophenyl) octanoate",air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7b82ea3-40b1-5fed-a706-852c0efac93e,Bromoxynil octanoate,001689-99-2,C15H17Br2NO2,"(2,6-dibromo-4-cyanophenyl) octanoate",air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34eb8944-7396-59d5-9e4c-099670a033d9,Bromoxynil octanoate,001689-99-2,C15H17Br2NO2,"(2,6-dibromo-4-cyanophenyl) octanoate",soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d6aa8-b0f3-5f74-a6c7-ca0f8a0d0ee6,Bromoxynil octanoate,001689-99-2,C15H17Br2NO2,"(2,6-dibromo-4-cyanophenyl) octanoate",soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0f75aa8-daf5-5263-b4e7-39fd7d9c8a44,Bromoxynil octanoate,001689-99-2,C15H17Br2NO2,"(2,6-dibromo-4-cyanophenyl) octanoate",soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96fab543-f2ca-5191-b069-71efb07f2223,Bromoxynil octanoate,001689-99-2,C15H17Br2NO2,"(2,6-dibromo-4-cyanophenyl) octanoate",water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9f7f627-5a56-5fbe-b4fc-53340f2c018b,Bromoxynil octanoate,001689-99-2,C15H17Br2NO2,"(2,6-dibromo-4-cyanophenyl) octanoate",water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ea2b917-5fd8-586f-a639-5f9af913dc12,Bromuconazole,116255-48-2,C13H12BrCl2N3O,"1-[[4-Bromo-2-(2,4-dichlorophenyl)tetrahydro-2-furanyl]methyl]-1,2,4-triazole; 1-[[4-bromo-2-(2,4-dichlorophenyl)oxolan-2-yl]methyl]-1,2,4-triazole",air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbcb73b6-8d54-5675-af82-8af259dbcd42,Bromuconazole,116255-48-2,C13H12BrCl2N3O,"1-[[4-Bromo-2-(2,4-dichlorophenyl)tetrahydro-2-furanyl]methyl]-1,2,4-triazole; 1-[[4-bromo-2-(2,4-dichlorophenyl)oxolan-2-yl]methyl]-1,2,4-triazole",air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c049e3f-9246-47d0-ad60-7caaad814b2e,Bromuconazole,116255-48-2,C13H12BrCl2N3O,"1-[[4-Bromo-2-(2,4-dichlorophenyl)tetrahydro-2-furanyl]methyl]-1,2,4-triazole; 1-[[4-bromo-2-(2,4-dichlorophenyl)oxolan-2-yl]methyl]-1,2,4-triazole",soil,agricultural,kg,"mapped: name, stripped",,1.0,,bromuconazole,soil,agricultural,kg,mapped,2800000.0,,,,,,,,,,,,,2800000.0,,,,,,
e000b027-5347-5cf2-a24c-ae245445c991,Bromuconazole,116255-48-2,C13H12BrCl2N3O,"1-[[4-Bromo-2-(2,4-dichlorophenyl)tetrahydro-2-furanyl]methyl]-1,2,4-triazole; 1-[[4-bromo-2-(2,4-dichlorophenyl)oxolan-2-yl]methyl]-1,2,4-triazole",soil,forestry,kg,"mapped: name, stripped",,1.0,,bromuconazole,soil,,,,,,,,,,,,,,,,,,,,,,,
02bf9c5c-bb8b-5548-8c38-f0a7dc543f35,Bromuconazole,116255-48-2,C13H12BrCl2N3O,"1-[[4-Bromo-2-(2,4-dichlorophenyl)tetrahydro-2-furanyl]methyl]-1,2,4-triazole; 1-[[4-bromo-2-(2,4-dichlorophenyl)oxolan-2-yl]methyl]-1,2,4-triazole",soil,unspecified,kg,"mapped: name, stripped",,1.0,,bromuconazole,soil,,,,,,,,,,,,,,,,,,,,,,,
c69e5421-5215-53ec-b68a-e8988caf5719,Bromuconazole,116255-48-2,C13H12BrCl2N3O,"1-[[4-Bromo-2-(2,4-dichlorophenyl)tetrahydro-2-furanyl]methyl]-1,2,4-triazole; 1-[[4-bromo-2-(2,4-dichlorophenyl)oxolan-2-yl]methyl]-1,2,4-triazole",water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149caab-da02-500c-a98a-5887d1fca0a2,Bromuconazole,116255-48-2,C13H12BrCl2N3O,"1-[[4-Bromo-2-(2,4-dichlorophenyl)tetrahydro-2-furanyl]methyl]-1,2,4-triazole; 1-[[4-bromo-2-(2,4-dichlorophenyl)oxolan-2-yl]methyl]-1,2,4-triazole",water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca63d222-c7e0-5b57-8a27-0eba07942700,Bronopol,000052-51-7,C3H6BrNO4,,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ab339a6-f749-5f90-af7a-feb517f17740,Bronopol,000052-51-7,C3H6BrNO4,,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fdfcd5a-b4cc-5e3b-839f-96b4689c819b,Bronopol,000052-51-7,C3H6BrNO4,,soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070783d8-d4a0-5719-9075-abdea697ada0,Bronopol,000052-51-7,C3H6BrNO4,,soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d23cbc2-d571-5f25-98e2-7eed65da9e09,Bronopol,000052-51-7,C3H6BrNO4,,soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf7afe3a-1e1d-5c71-a40f-4c2329f1dcb1,Bronopol,000052-51-7,C3H6BrNO4,,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636bfb36-3a05-55db-8199-ed00cff39135,Bronopol,000052-51-7,C3H6BrNO4,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7081a304-76b9-53e5-8a64-e59beb406d7f,Bufencarb,008065-36-9,C26H38N2O4,,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534773e-fccb-510d-af9f-eb49f0fb1edd,Bufencarb,008065-36-9,C26H38N2O4,,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a088ba28-69ab-5e16-83a8-5862ef87166f,Bufencarb,008065-36-9,C26H38N2O4,,soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8800cc8-2dc1-55c4-9cc8-f9e18c531740,Bufencarb,008065-36-9,C26H38N2O4,,soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52788017-6b02-5d0a-b71a-f9abffe510cf,Bufencarb,008065-36-9,C26H38N2O4,,soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704f3d99-dcc0-5c0a-9183-c78bea466871,Bufencarb,008065-36-9,C26H38N2O4,,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73e41dd3-6a4b-56ab-b5d7-a9cb11dce95d,Bufencarb,008065-36-9,C26H38N2O4,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cbaab6f-68ca-5f1a-8d89-185bfa595511,Bupirimate,041483-43-6,C13H24N4O3S,"[5-butyl-2-(ethylamino)-6-methylpyrimidin-4-yl] N,N-dimethylsulfamate",air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df8416fc-67b4-5b84-9ae0-dd541ecbf94a,Bupirimate,041483-43-6,C13H24N4O3S,"[5-butyl-2-(ethylamino)-6-methylpyrimidin-4-yl] N,N-dimethylsulfamate",air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1e47fb9-ec5a-58df-918a-83909d93e6e8,Bupirimate,041483-43-6,C13H24N4O3S,"[5-butyl-2-(ethylamino)-6-methylpyrimidin-4-yl] N,N-dimethylsulfamate",soil,agricultural,kg,"mapped: name, stripped",,1.0,,bupirimate,soil,agricultural,kg,mapped,430000.0,,,,,,,,,,,,,430000.0,,,,,,
fa84f3b5-8394-5250-a12f-b16ef3b896b6,Bupirimate,041483-43-6,C13H24N4O3S,"[5-butyl-2-(ethylamino)-6-methylpyrimidin-4-yl] N,N-dimethylsulfamate",soil,forestry,kg,"mapped: name, stripped",,1.0,,bupirimate,soil,,,,,,,,,,,,,,,,,,,,,,,
ffcacd30-dba0-5c79-a1dc-c55e3a1d206a,Bupirimate,041483-43-6,C13H24N4O3S,"[5-butyl-2-(ethylamino)-6-methylpyrimidin-4-yl] N,N-dimethylsulfamate",soil,unspecified,kg,"mapped: name, stripped",,1.0,,bupirimate,soil,,,,,,,,,,,,,,,,,,,,,,,
b424ef26-2103-59ef-9c1e-1c185bd0a13f,Bupirimate,041483-43-6,C13H24N4O3S,"[5-butyl-2-(ethylamino)-6-methylpyrimidin-4-yl] N,N-dimethylsulfamate",water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae694340-d386-5d32-9066-29464db80f49,Bupirimate,041483-43-6,C13H24N4O3S,"[5-butyl-2-(ethylamino)-6-methylpyrimidin-4-yl] N,N-dimethylsulfamate",water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df83d52d-174a-5fb6-bdaa-cff3005b8ad2,Buprofezin,069327-76-0,C16H23N3OS,"2-tert-butylimino-5-phenyl-3-propan-2-yl-1,3,5-thiadiazinan-4-one; buprofezin",air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bc549cb-a0e4-50dd-a438-df88e6e30fb2,Buprofezin,069327-76-0,C16H23N3OS,"2-tert-butylimino-5-phenyl-3-propan-2-yl-1,3,5-thiadiazinan-4-one; buprofezin",air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63e44a83-eb3d-44b6-9e2f-41b1b088d93d,Buprofezin,069327-76-0,C16H23N3OS,"2-tert-butylimino-5-phenyl-3-propan-2-yl-1,3,5-thiadiazinan-4-one; buprofezin",soil,agricultural,kg,"mapped: name, stripped, synonym, syn_strip",,1.0,,buprofezin,soil,agricultural,kg,mapped,13000000.0,,,,,,,,,,,,,13000000.0,,,,,,
83bd0e30-8937-5ce8-bbc3-37a51fcafceb,Buprofezin,069327-76-0,C16H23N3OS,"2-tert-butylimino-5-phenyl-3-propan-2-yl-1,3,5-thiadiazinan-4-one; buprofezin",soil,forestry,kg,"mapped: name, stripped, synonym, syn_strip",,1.0,,buprofezin,soil,,,,,,,,,,,,,,,,,,,,,,,
238504c7-90e3-5777-bcb4-4a7e75d11a50,Buprofezin,069327-76-0,C16H23N3OS,"2-tert-butylimino-5-phenyl-3-propan-2-yl-1,3,5-thiadiazinan-4-one; buprofezin",soil,unspecified,kg,"mapped: name, stripped, synonym, syn_strip",,1.0,,buprofezin,soil,,,,,,,,,,,,,,,,,,,,,,,
b72702ff-4a18-5dcc-b92f-2148d4b459fd,Buprofezin,069327-76-0,C16H23N3OS,"2-tert-butylimino-5-phenyl-3-propan-2-yl-1,3,5-thiadiazinan-4-one; buprofezin",water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af72192f-a66d-5b1a-845f-5a4d7c0bed84,Buprofezin,069327-76-0,C16H23N3OS,"2-tert-butylimino-5-phenyl-3-propan-2-yl-1,3,5-thiadiazinan-4-one; buprofezin",water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b03adcb4-1bc9-5cfa-a0ae-7142d9da0bb8,Butachlor,023184-66-9,C17H26ClNO2,,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3d4ee00-bfab-5cc3-948e-36c79b9d5d4d,Butachlor,023184-66-9,C17H26ClNO2,,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66eea78b-dbf5-5864-828f-4fa5535fa1c4,Butachlor,023184-66-9,C17H26ClNO2,,soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33d61ed9-7dff-53e9-87bb-f5d94bcb1029,Butachlor,023184-66-9,C17H26ClNO2,,soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8910380f-7f54-5e5d-af94-2ccf3af3b453,Butachlor,023184-66-9,C17H26ClNO2,,soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be51259a-518f-58da-8adf-9fb5e6eda23b,Butachlor,023184-66-9,C17H26ClNO2,,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18877ad6-c1a9-5051-9249-295d4ffedb87,Butachlor,023184-66-9,C17H26ClNO2,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0315d855-dff2-44af-bb37-1b855df53d69,Butadiene,000106-99-0,C4H6,"1,3-butadiene; Biethylene; Pyrrolylene; buta-1,3-diene",air,"low population density, long-term",kg,"mapped: name, stripped",,1.0,,butadiene,air,"low population density, long-term",kg,mapped,300000.0,,,,,,,,300000.0,,,,,,,,,,,
8a970585-5ce2-4226-b60d-df1c34649a56,Butadiene,000106-99-0,C4H6,"1,3-butadiene; Biethylene; Pyrrolylene; buta-1,3-diene",air,non-urban air or from high stacks,kg,"mapped: name, stripped",,1.0,,butadiene,air,low population density,kg,mapped,300000.0,,,,,,,,300000.0,,,,,,,,,,,
5064da53-d4ec-44ee-ba23-b20a4f8c4964,Butadiene,000106-99-0,C4H6,"1,3-butadiene; Biethylene; Pyrrolylene; buta-1,3-diene",air,unspecified,kg,"mapped: name, stripped",,1.0,,butadiene,air,unspecified,kg,mapped,300000.0,,,,,,,,300000.0,,,,,,,,,,,
e7140812-ce3d-49f5-97b0-2fef538217a5,Butadiene,000106-99-0,C4H6,"1,3-butadiene; Biethylene; Pyrrolylene; buta-1,3-diene",air,urban air close to ground,kg,"mapped: name, stripped",,1.0,,butadiene,air,high population density,kg,mapped,300000.0,,,,,,,,300000.0,,,,,,,,,,,
92f2b1f7-389c-5e44-8224-8b1f2ed4e8a4,Butadiene,000106-99-0,C4H6,"1,3-butadiene; Biethylene; Pyrrolylene; buta-1,3-diene",water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582c398f-0bd2-5767-888f-62d5ba90d96f,Butafenacil,134605-64-4,C20H18ClF3N2O6,,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6a7f9c6-6f50-5dd2-9c19-c6a13bf6ee29,Butafenacil,134605-64-4,C20H18ClF3N2O6,,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35285162-c785-5a69-b741-277f41316ae0,Butafenacil,134605-64-4,C20H18ClF3N2O6,,soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4656241-6c08-5dff-bed9-5ba2df5418bb,Butafenacil,134605-64-4,C20H18ClF3N2O6,,soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6739f57-a43f-5440-b8d8-d7d74f99a603,Butafenacil,134605-64-4,C20H18ClF3N2O6,,soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c2ab094-eb85-5948-85aa-e78e3593e128,Butafenacil,134605-64-4,C20H18ClF3N2O6,,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5d7dd3f-70fe-56b4-b22a-4a02a4b59b1d,Butafenacil,134605-64-4,C20H18ClF3N2O6,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262ae098-b181-5b9b-af0c-8978065b7ab4,Butamifos,036335-67-8,C13H21N2O4PS,,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41b43783-22bc-5dff-bb24-79fa268e1e59,Butamifos,036335-67-8,C13H21N2O4PS,,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b9f52cb-184d-584c-934a-f73b7b1cfb3d,Butamifos,036335-67-8,C13H21N2O4PS,,soil,agricultural,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2815dfd-b872-5247-bf7e-b290e4a1db9e,Butamifos,036335-67-8,C13H21N2O4PS,,soil,forestry,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09847583-3bbe-5492-96c5-27b738a455cf,Butamifos,036335-67-8,C13H21N2O4PS,,soil,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00a35ab1-1524-599b-a211-fcea84c60bdb,Butamifos,036335-67-8,C13H21N2O4PS,,water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03da1f90-d479-5ef9-86cb-e9ee80ac3953,Butamifos,036335-67-8,C13H21N2O4PS,,water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4a1e10b-ed51-433e-a2f5-2a99f231a5e5,Butane,000106-97-8,C4H10,n-butane,air,"low population density, long-term",kg,"mapped: name, stripped",,1.0,,butane,air,"low population density, long-term",kg,mapped,12000.0,,,,,,,12000.0,,,,,,,,,,,,
fa5512cf-04a2-4014-8e96-d3e2d137f0df,Butane,000106-97-8,C4H10,n-butane,air,non-urban air or from high stacks,kg,"mapped: name, stripped",,1.0,,butane,air,low population density,kg,mapped,12000.0,,,,,,,12000.0,,,,,,,,,,,,
982b0510-96ac-4bcb-a758-e98006b95f4d,Butane,000106-97-8,C4H10,n-butane,air,unspecified,kg,"mapped: name, stripped",,1.0,,butane,air,unspecified,kg,mapped,12000.0,,,,,,,12000.0,,,,,,,,,,,,
