elementary_flow_id,elementary_flow_name,cas_number,formula,synonyms,compartment,subcompartment,unit_name,flow_status,flow_used,conversion_factor,method_elementary_flow_id,method_elementary_flow_name,method_compartment,method_subcompartment,method_unit,compartment_status,acidification|accumulated exceedance (AE),climate change|global warming potential (GWP100),climate change: biogenic|global warming potential (GWP100),climate change: fossil|global warming potential (GWP100),climate change: land use and land use change|global warming potential (GWP100),particulate matter formation|impact on human health,ecotoxicity: freshwater|comparative toxic unit for ecosystems (CTUe),"ecotoxicity: freshwater, inorganics|comparative toxic unit for ecosystems (CTUe)","ecotoxicity: freshwater, metals|comparative toxic unit for ecosystems (CTUe)","ecotoxicity: freshwater, organics|comparative toxic unit for ecosystems (CTUe)",eutrophication: marine|fraction of nutrients reaching marine end compartment (N),eutrophication: freshwater|fraction of nutrients reaching freshwater end compartment (P),eutrophication: terrestrial|accumulated exceedance (AE),human toxicity: carcinogenic|comparative toxic unit for human (CTUh),"human toxicity: carcinogenic, inorganics|comparative toxic unit for human (CTUh)","human toxicity: carcinogenic, metals|comparative toxic unit for human (CTUh)","human toxicity: carcinogenic, organics|comparative toxic unit for human (CTUh)",human toxicity: non-carcinogenic|comparative toxic unit for human (CTUh),"human toxicity: non-carcinogenic, inorganics|comparative toxic unit for human (CTUh)","human toxicity: non-carcinogenic, metals|comparative toxic unit for human (CTUh)","human toxicity: non-carcinogenic, organics|comparative toxic unit for human (CTUh)",ionising radiation: human health|human exposure efficiency relative to u235,land use|soil quality index,ozone depletion|ozone depletion potential (ODP),photochemical oxidant formation: human health|tropospheric ozone concentration increase,energy resources: non-renewable|abiotic depletion potential (ADP): fossil fuels,material resources: metals/minerals|abiotic depletion potential (ADP): elements (ultimate reserves),water use|user deprivation potential (deprivation-weighted water consumption)
647ae26f-f2fe-44cb-ac81-39bb7736f28e,"1,1,1,2-Tetrafluoroethane",000811-97-2,C2H2F4,"1,1,1,2-tetrafluoroethane; Ethane, 1,1,1,2-tetrafluoro-; HFC-134a; R134a",air,"low population density, long-term",kg,"mapped: synonym, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a6d3-0050c2490048,HFC-134a,Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,1550.0,,1550.0,,,0.0,,,0.0,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,
16fcd4f9-0bb8-4b84-8334-3ffb1a17aa74,"1,1,1,2-Tetrafluoroethane",000811-97-2,C2H2F4,"1,1,1,2-tetrafluoroethane; Ethane, 1,1,1,2-tetrafluoro-; HFC-134a; R134a",air,non-urban air or from high stacks,kg,"mapped: synonym, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a6d5-0050c2490048,HFC-134a,Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,1550.0,,1550.0,,,0.49227,,,0.49227,,,,1.1263e-08,,,1.1263e-08,4.7668e-10,,,4.7668e-10,,,,,,,
e87f039d-d9ce-4242-ac18-c9284cc80f3d,"1,1,1,2-Tetrafluoroethane",000811-97-2,C2H2F4,"1,1,1,2-tetrafluoroethane; Ethane, 1,1,1,2-tetrafluoro-; HFC-134a; R134a",air,unspecified,kg,"mapped: synonym, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a6d2-0050c2490048,HFC-134a,Emissions to air,"Emissions to air, unspecified",kg,mapped,,1550.0,,1550.0,,,0.49235,,,0.49235,,,,1.1728e-08,,,1.1728e-08,4.9633e-10,,,4.9633e-10,,,,,,,
fa0c2bee-8dd9-4f8a-8489-b1f3b43de958,"1,1,1,2-Tetrafluoroethane",000811-97-2,C2H2F4,"1,1,1,2-tetrafluoroethane; Ethane, 1,1,1,2-tetrafluoro-; HFC-134a; R134a",air,urban air close to ground,kg,"mapped: synonym, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a6d4-0050c2490048,HFC-134a,Emissions to air,Emissions to urban air close to ground,kg,mapped,,1550.0,,1550.0,,,0.49244,,,0.49244,,,,1.2193e-08,,,1.2193e-08,5.1599e-10,,,5.1599e-10,,,,,,,
f8ee4881-a003-4e18-aa2a-d9daf97d76f7,"1,1,1-Trichloroethane",000071-55-6,C2H3Cl3,"1,1,1-Trichlorethan; 1,1,1-trichloroethane; Ethane, 1,1,1-trichloro-; HCFC-140",air,"low population density, long-term",kg,mapped: overwrite,,1.0,4d9a8790-3ddd-11dd-925a-0050c2490048,HCFC-140,Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0152,,,
99585564-bfce-4845-9aaa-2f24b8f26a41,"1,1,1-Trichloroethane",000071-55-6,C2H3Cl3,"1,1,1-Trichlorethan; 1,1,1-trichloroethane; Ethane, 1,1,1-trichloro-; HCFC-140",air,non-urban air or from high stacks,kg,mapped: overwrite,,1.0,4d9a8790-3ddd-11dd-925c-0050c2490048,HCFC-140,Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,,,,,,4.3159,,,4.3159,,,,0.0,,,0.0,1.4942e-08,,,1.4942e-08,,,,0.0152,,,
ce6294f5-2ed7-46ee-a967-33e265e34455,"1,1,1-Trichloroethane",000071-55-6,C2H3Cl3,"1,1,1-Trichlorethan; 1,1,1-trichloroethane; Ethane, 1,1,1-trichloro-; HCFC-140",air,unspecified,kg,mapped: overwrite,,1.0,d86cafdf-6555-11dd-ad8b-0800200c9a66,HCFC-140,Emissions to air,"Emissions to air, unspecified",kg,mapped,,,,,,,4.3169,,,4.3169,,,,0.0,,,0.0,1.6249e-08,,,1.6249e-08,,,,0.0152,,,
818cee9e-231c-4b53-8ed2-47a0001802d5,"1,1,1-Trichloroethane",000071-55-6,C2H3Cl3,"1,1,1-Trichlorethan; 1,1,1-trichloroethane; Ethane, 1,1,1-trichloro-; HCFC-140",air,urban air close to ground,kg,mapped: overwrite,,1.0,4d9a8790-3ddd-11dd-925b-0050c2490048,HCFC-140,Emissions to air,Emissions to urban air close to ground,kg,mapped,,,,,,,4.3179,,,4.3179,,,,0.0,,,0.0,1.7557e-08,,,1.7557e-08,,,,0.0152,,,
f84a6dac-bc6e-4efc-bdb0-a0f2a0231d0f,"1,1,1-Trichloroethane",000071-55-6,C2H3Cl3,"1,1,1-Trichlorethan; 1,1,1-trichloroethane; Ethane, 1,1,1-trichloro-; HCFC-140",water,ground-,kg,mapped: CAS,,1.0,4d9a8790-3ddd-11dd-925d-0050c2490048,HCFC-140,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,495.88,,,495.88,,,,0.0,,,0.0,1.7061e-08,,,1.7061e-08,,,,,,,
fc121a47-0538-406f-a335-edd1aac9fae6,"1,1,1-Trichloroethane",000071-55-6,C2H3Cl3,"1,1,1-Trichlorethan; 1,1,1-trichloroethane; Ethane, 1,1,1-trichloro-; HCFC-140",water,"ground-, long-term",kg,mapped: CAS,,1.0,4d9a8790-3ddd-11dd-925e-0050c2490048,HCFC-140,Emissions to water,"Emissions to water, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,
fad455a8-a20f-4b6e-8192-0bec95252876,"1,1,1-Trichloroethane",000071-55-6,C2H3Cl3,"1,1,1-Trichlorethan; 1,1,1-trichloroethane; Ethane, 1,1,1-trichloro-; HCFC-140",water,ocean,kg,mapped: CAS,,1.0,4d9a8790-3ddd-11dd-9261-0050c2490048,HCFC-140,Emissions to water,Emissions to sea water,kg,mapped,,,,,,,1.1491,,,1.1491,,,,0.0,,,0.0,4.0308e-09,,,4.0308e-09,,,,,,,
9b77be37-3f9d-4ecf-b7b1-86e8390bcf2e,"1,1,1-Trichloroethane",000071-55-6,C2H3Cl3,"1,1,1-Trichlorethan; 1,1,1-trichloroethane; Ethane, 1,1,1-trichloro-; HCFC-140",water,surface water,kg,mapped: CAS,,1.0,4d9a8790-3ddd-11dd-925d-0050c2490048,HCFC-140,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,495.88,,,495.88,,,,0.0,,,0.0,1.7061e-08,,,1.7061e-08,,,,,,,
c8e5538f-17a1-4f62-aa64-39a91adb5cd3,"1,1,1-Trichloroethane",000071-55-6,C2H3Cl3,"1,1,1-Trichlorethan; 1,1,1-trichloroethane; Ethane, 1,1,1-trichloro-; HCFC-140",water,unspecified,kg,mapped: CAS,,1.0,4d9a8790-3ddd-11dd-925f-0050c2490048,HCFC-140,Emissions to water,"Emissions to water, unspecified",kg,mapped,,,,,,,248.51,,,248.51,,,,0.0,,,0.0,1.0546e-08,,,1.0546e-08,,,,,,,
bf580c6b-1b4d-429d-bed7-1e335920941f,"1,1,1-Trifluoroethane",000420-46-2,C2H3F3,"1,1,1-trifluoroethane; Ethane, 1,1,1-trifluoro-; HFC-143a; R143a",air,"low population density, long-term",kg,"mapped: name, stripped, synonym, syn_strip, CAS",,1.0,3e21a7fb-a101-4fc4-90c9-d2b6a9bcaff1,"1,1,1-trifluoroethane",Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,5510.0,,5510.0,,,,,,,,,,,,,,,,,,,,,,,,
5253e322-7de5-42aa-9167-daf22ff44031,"1,1,1-Trifluoroethane",000420-46-2,C2H3F3,"1,1,1-trifluoroethane; Ethane, 1,1,1-trifluoro-; HFC-143a; R143a",air,non-urban air or from high stacks,kg,"mapped: name, stripped, synonym, syn_strip, CAS",,1.0,ac210084-b8ae-427f-976f-5e436e3d793c,"1,1,1-trifluoroethane",Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,5510.0,,5510.0,,,,,,,,,,,,,,,,,,,,,,,,
e86bfec2-1025-4fa2-90b1-81e35e621e91,"1,1,1-Trifluoroethane",000420-46-2,C2H3F3,"1,1,1-trifluoroethane; Ethane, 1,1,1-trifluoro-; HFC-143a; R143a",air,unspecified,kg,"mapped: name, stripped, synonym, syn_strip, CAS",,1.0,26162114-f5b3-45b5-87c3-f0fe0ecf2bb9,"1,1,1-trifluoroethane",Emissions to air,"Emissions to air, unspecified",kg,mapped,,5510.0,,5510.0,,,,,,,,,,,,,,,,,,,,,,,,
f43b2b80-f5a6-4d31-9980-0754305a978d,"1,1,1-Trifluoroethane",000420-46-2,C2H3F3,"1,1,1-trifluoroethane; Ethane, 1,1,1-trifluoro-; HFC-143a; R143a",air,urban air close to ground,kg,"mapped: name, stripped, synonym, syn_strip, CAS",,1.0,afd9aaad-0a62-45d6-b712-1b8e8cca2246,"1,1,1-trifluoroethane",Emissions to air,Emissions to urban air close to ground,kg,mapped,,5510.0,,5510.0,,,,,,,,,,,,,,,,,,,,,,,,
d2025041-20ee-41bb-b2c8-47631e839ff0,"1,1,2-Trichloro-1,2,2-trifluoroethane",000076-13-1,C2Cl3F3,"1,1,2-trichloro-1,2,2-trifluoroethane; CFC-113; Ethane, 1,1,2-trichloro-1,2,2-trifluoro-; R113",air,"low population density, long-term",kg,mapped: CAS,,1.0,cb864c47-95d8-4d91-8e97-96d018abb949,"1,1,2-trichlorotrifluoroethane",Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,6590.0,,6590.0,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,,,0.81,,,,
47c12d99-c2dc-41cf-bad1-cd31c2fe0421,"1,1,2-Trichloro-1,2,2-trifluoroethane",000076-13-1,C2Cl3F3,"1,1,2-trichloro-1,2,2-trifluoroethane; CFC-113; Ethane, 1,1,2-trichloro-1,2,2-trifluoro-; R113",air,non-urban air or from high stacks,kg,mapped: CAS,,1.0,58c05f46-fb00-470e-aa98-16c62176748c,"1,1,2-trichlorotrifluoroethane",Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,6590.0,,6590.0,,,,,,,,,,0.0,,,0.0,2.323e-09,,,2.323e-09,,,0.81,,,,
cacfd448-6c2d-4061-9363-fd506b979f25,"1,1,2-Trichloro-1,2,2-trifluoroethane",000076-13-1,C2Cl3F3,"1,1,2-trichloro-1,2,2-trifluoroethane; CFC-113; Ethane, 1,1,2-trichloro-1,2,2-trifluoro-; R113",air,unspecified,kg,mapped: CAS,,1.0,a3fe3630-a497-45c3-a1ed-7b20f9d6e51a,"1,1,2-trichlorotrifluoroethane",Emissions to air,"Emissions to air, unspecified",kg,mapped,,6590.0,,6590.0,,,,,,,,,,0.0,,,0.0,3.7028e-09,,,3.7028e-09,,,0.81,,,,
9b132374-dce2-4ce0-86aa-53201b30f617,"1,1,2-Trichloro-1,2,2-trifluoroethane",000076-13-1,C2Cl3F3,"1,1,2-trichloro-1,2,2-trifluoroethane; CFC-113; Ethane, 1,1,2-trichloro-1,2,2-trifluoro-; R113",air,urban air close to ground,kg,mapped: CAS,,1.0,ad6ce603-d4a9-4064-80e7-5a6acc818057,"1,1,2-trichlorotrifluoroethane",Emissions to air,Emissions to urban air close to ground,kg,mapped,,6590.0,,6590.0,,,,,,,,,,0.0,,,0.0,5.0826e-09,,,5.0826e-09,,,0.81,,,,
e75faf77-8341-4223-8b46-72391fd0f312,"1,1,2-Trichloroethane",000079-00-5,C2H3Cl3,"1,1,2-Trichlorethan; 1,1,2-trichloroethane",air,"low population density, long-term",kg,mapped: overwrite,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4d5edf7-0584-4e43-8ee7-f78511443b0d,"1,1,2-Trichloroethane",000079-00-5,C2H3Cl3,"1,1,2-Trichlorethan; 1,1,2-trichloroethane",air,non-urban air or from high stacks,kg,mapped: overwrite,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b32061b1-8d24-4663-b10d-0a1c705f2937,"1,1,2-Trichloroethane",000079-00-5,C2H3Cl3,"1,1,2-Trichlorethan; 1,1,2-trichloroethane",air,unspecified,kg,mapped: overwrite,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb53bdf4-5b02-40fa-a1cb-318e207e7eec,"1,1,2-Trichloroethane",000079-00-5,C2H3Cl3,"1,1,2-Trichlorethan; 1,1,2-trichloroethane",air,urban air close to ground,kg,mapped: overwrite,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b018c97d-8fea-4258-b4d3-6a65669c77f4,"1,1-Dichloro-1-fluoroethane",001717-00-6,C2H3Cl2F,"1,1-dichloro-1-fluoroethane; Ethane, 1,1-dichloro-1-fluoro-; HCFC-141b; R141b",air,"low population density, long-term",kg,"mapped: synonym, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-aba1-0050c2490048,HCFC-141b,Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,938.0,,938.0,,,,,,,,,,0.0,,,0.0,,,,,,,0.102,,,,
416eedbd-a7b4-4693-8031-9bfaa2f20ebc,"1,1-Dichloro-1-fluoroethane",001717-00-6,C2H3Cl2F,"1,1-dichloro-1-fluoroethane; Ethane, 1,1-dichloro-1-fluoro-; HCFC-141b; R141b",air,non-urban air or from high stacks,kg,"mapped: synonym, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-aba3-0050c2490048,HCFC-141b,Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,938.0,,938.0,,,,,,,,,,3.9054e-08,,,3.9054e-08,,,,,,,0.102,,,,
843fd145-61ac-4fa7-a608-ce4ac4d88d49,"1,1-Dichloro-1-fluoroethane",001717-00-6,C2H3Cl2F,"1,1-dichloro-1-fluoroethane; Ethane, 1,1-dichloro-1-fluoro-; HCFC-141b; R141b",air,unspecified,kg,"mapped: synonym, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-aba0-0050c2490048,HCFC-141b,Emissions to air,"Emissions to air, unspecified",kg,mapped,,938.0,,938.0,,,,,,,,,,4.1699e-08,,,4.1699e-08,,,,,,,0.102,,,,
033d3a16-e1a2-4ce8-8769-f4ea867801ca,"1,1-Dichloro-1-fluoroethane",001717-00-6,C2H3Cl2F,"1,1-dichloro-1-fluoroethane; Ethane, 1,1-dichloro-1-fluoro-; HCFC-141b; R141b",air,urban air close to ground,kg,"mapped: synonym, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-aba2-0050c2490048,HCFC-141b,Emissions to air,Emissions to urban air close to ground,kg,mapped,,938.0,,938.0,,,,,,,,,,4.4343e-08,,,4.4343e-08,,,,,,,0.102,,,,
94ca9e00-5268-4663-a0cd-25026c7c6b53,"1,1-Difluoroethane",000075-37-6,C2H4F2,"1,1-difluoroethane; Ethane, 1,1-difluoro-; HFC-152a; R152a",air,"low population density, long-term",kg,"mapped: synonym, syn_strip, CAS",,1.0,08a91e70-3ddc-11dd-930a-0050c2490048,HFC-152a,Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,167.0,,167.0,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,
1c4a106a-53bc-40f5-bcae-d30ab191dbfe,"1,1-Difluoroethane",000075-37-6,C2H4F2,"1,1-difluoroethane; Ethane, 1,1-difluoro-; HFC-152a; R152a",air,non-urban air or from high stacks,kg,"mapped: synonym, syn_strip, CAS",,1.0,08a91e70-3ddc-11dd-930c-0050c2490048,HFC-152a,Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,167.0,,167.0,,,0.53754,,,0.53754,,,,,,,,1.7919e-10,,,1.7919e-10,,,,,,,
9cf9bf0e-86fe-42c0-90cc-bfed96fbdc8f,"1,1-Difluoroethane",000075-37-6,C2H4F2,"1,1-difluoroethane; Ethane, 1,1-difluoro-; HFC-152a; R152a",air,unspecified,kg,"mapped: synonym, syn_strip, CAS",,1.0,08a91e70-3ddc-11dd-9309-0050c2490048,HFC-152a,Emissions to air,"Emissions to air, unspecified",kg,mapped,,167.0,,167.0,,,0.53762,,,0.53762,,,,,,,,2.0924e-10,,,2.0924e-10,,,,,,,
393d0862-04cc-45ae-8d08-9dc2a4461b35,"1,1-Difluoroethane",000075-37-6,C2H4F2,"1,1-difluoroethane; Ethane, 1,1-difluoro-; HFC-152a; R152a",air,urban air close to ground,kg,"mapped: synonym, syn_strip, CAS",,1.0,08a91e70-3ddc-11dd-930b-0050c2490048,HFC-152a,Emissions to air,Emissions to urban air close to ground,kg,mapped,,167.0,,167.0,,,0.53771,,,0.53771,,,,,,,,2.3929e-10,,,2.3929e-10,,,,,,,
1e060d5a-cd41-4f30-9c93-272403b7e004,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",000076-14-2,C2Cl2F4,"1,2-dichloro-1,1,2,2-tetrafluoroethane; CFC-114; Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-; R114",air,"low population density, long-term",kg,"mapped: synonym, syn_strip, CAS",,1.0,08a91e70-3ddc-11dd-98b4-0050c2490048,CFC-114,Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,9620.0,,9620.0,,,,,,,,,,,,,,,,,,,,0.5,,,,
1584734d-c5c8-42a5-aa51-0f6a92a9cc0d,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",000076-14-2,C2Cl2F4,"1,2-dichloro-1,1,2,2-tetrafluoroethane; CFC-114; Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-; R114",air,non-urban air or from high stacks,kg,"mapped: synonym, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-ab9b-0050c2490048,CFC-114,Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,9620.0,,9620.0,,,,,,,,,,,,,,,,,,,,0.5,,,,
8a3a44e4-e2f1-476d-9e9e-a90fda263fe3,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",000076-14-2,C2Cl2F4,"1,2-dichloro-1,1,2,2-tetrafluoroethane; CFC-114; Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-; R114",air,unspecified,kg,"mapped: synonym, syn_strip, CAS",,1.0,08a91e70-3ddc-11dd-98b3-0050c2490048,CFC-114,Emissions to air,"Emissions to air, unspecified",kg,mapped,,9620.0,,9620.0,,,,,,,,,,,,,,,,,,,,0.5,,,,
3b30d058-02ef-4ed2-b357-5fc1a45c63e7,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",000076-14-2,C2Cl2F4,"1,2-dichloro-1,1,2,2-tetrafluoroethane; CFC-114; Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-; R114",air,urban air close to ground,kg,"mapped: synonym, syn_strip, CAS",,1.0,08a91e70-3ddc-11dd-98b5-0050c2490048,CFC-114,Emissions to air,Emissions to urban air close to ground,kg,mapped,,9620.0,,9620.0,,,,,,,,,,,,,,,,,,,,0.5,,,,
1a5ef7d9-150d-4c9f-a709-fc2423a1d4db,"1,3-Dichloropropene",000542-75-6,C3H4Cl2,"1,3-dichloroprop-1-ene; Dichloropropene",soil,agricultural,kg,"mapped: name, stripped, CAS",,1.0,fe0acd60-3ddc-11dd-a143-0050c2490048,"1,3-dichloropropene",Emissions to soil,Emissions to agricultural soil,kg,mapped,,,,,,,333.78,,,333.78,,,,1.4135e-07,,,1.4135e-07,8.524e-06,,,8.524e-06,,,,,,,
d21da01e-f96f-4db5-9746-7b70db8a1f2c,"1,4-Butanediol",000110-63-4,C4H10O2,"Butylene glycol; butane-1,4-diol",air,"low population density, long-term",kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83bafcf1-2f2e-4a32-89a0-f1f16ca10626,"1,4-Butanediol",000110-63-4,C4H10O2,"Butylene glycol; butane-1,4-diol",air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09db39be-d9a6-4fc3-8d25-1f80b23e9131,"1,4-Butanediol",000110-63-4,C4H10O2,"Butylene glycol; butane-1,4-diol",air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38a622c6-f086-4763-a952-7c6b3b1c42ba,"1,4-Butanediol",000110-63-4,C4H10O2,"Butylene glycol; butane-1,4-diol",air,urban air close to ground,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5de5e4d-85cf-4102-9ff1-5248d8928ba1,"1,4-Butanediol",000110-63-4,C4H10O2,"Butylene glycol; butane-1,4-diol",water,ground-,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564dde7f-e713-4baf-84aa-7a11ffa7e2cd,"1,4-Butanediol",000110-63-4,C4H10O2,"Butylene glycol; butane-1,4-diol",water,"ground-, long-term",kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aae8aac7-b81d-41e4-b356-912b369d1c55,"1,4-Butanediol",000110-63-4,C4H10O2,"Butylene glycol; butane-1,4-diol",water,ocean,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6911d36-3fec-41fe-8ef9-540f6543a240,"1,4-Butanediol",000110-63-4,C4H10O2,"Butylene glycol; butane-1,4-diol",water,surface water,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d835b7aa-288b-4b3a-966b-3f64f36ed220,"1,4-Butanediol",000110-63-4,C4H10O2,"Butylene glycol; butane-1,4-diol",water,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50432644-8568-444e-b7e7-8e37a7e1f3e3,"1-Chloro-1,1-difluoroethane",000075-68-3,C2H3ClF2,"1-chloro-1,1-difluoroethane; Ethane, 1-chloro-1,1-difluoro-; HCFC-142b; R142b",air,"low population density, long-term",kg,"mapped: synonym, syn_strip, CAS",,1.0,7e49f1f4-ca15-4102-ab2c-9faada47311b,HCFC-142b,Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,2350.0,,2350.0,,,0.0,,,0.0,,,,,,,,,,,,,,0.057,,,,
95b6f6da-49f9-413d-8ff5-5342d6cff588,"1-Chloro-1,1-difluoroethane",000075-68-3,C2H3ClF2,"1-chloro-1,1-difluoroethane; Ethane, 1-chloro-1,1-difluoro-; HCFC-142b; R142b",air,non-urban air or from high stacks,kg,"mapped: synonym, syn_strip, CAS",,1.0,8de74f71-8c0d-433e-97bf-99c0972f2fe2,HCFC-142b,Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,2350.0,,2350.0,,,0.55284,,,0.55284,,,,,,,,,,,,,,0.057,,,,
ba781ac6-cdf1-4a09-86b5-76b19ed3438b,"1-Chloro-1,1-difluoroethane",000075-68-3,C2H3ClF2,"1-chloro-1,1-difluoroethane; Ethane, 1-chloro-1,1-difluoro-; HCFC-142b; R142b",air,unspecified,kg,"mapped: synonym, syn_strip, CAS",,1.0,d217e3a3-24b6-4214-8ca1-8c2f3ac4fedf,HCFC-142b,Emissions to air,"Emissions to air, unspecified",kg,mapped,,2350.0,,2350.0,,,0.55287,,,0.55287,,,,,,,,,,,,,,0.057,,,,
400be66e-4383-482a-93e3-c005e96de261,"1-Chloro-1,1-difluoroethane",000075-68-3,C2H3ClF2,"1-chloro-1,1-difluoroethane; Ethane, 1-chloro-1,1-difluoro-; HCFC-142b; R142b",air,urban air close to ground,kg,"mapped: synonym, syn_strip, CAS",,1.0,7384eac7-7526-49a2-9842-b6f211d9872a,HCFC-142b,Emissions to air,Emissions to urban air close to ground,kg,mapped,,2350.0,,2350.0,,,0.5529,,,0.5529,,,,,,,,,,,,,,0.057,,,,
9dd01d5b-3677-4822-9cd4-36d21b0e23d1,1-Pentanol,000071-41-0,C5H12O,amyl alcohol; pentan-1-ol,air,"low population density, long-term",kg,"mapped: synonym, syn_strip, CAS",,1.0,476a81ff-60ca-44bf-9485-0185095facbc,pentan-1-ol,Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,
cc9a442f-c96a-4bdc-990d-8b58f72b4e07,1-Pentanol,000071-41-0,C5H12O,amyl alcohol; pentan-1-ol,air,non-urban air or from high stacks,kg,"mapped: synonym, syn_strip, CAS",,1.0,9578fb76-9c00-44ff-a991-cd116cb36231,pentan-1-ol,Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,,,,,,0.77446,,,0.77446,,,,,,,,3.5798e-09,,,3.5798e-09,,,,,,,
048baf1e-6cdc-44a5-92e2-32d15ff54885,1-Pentanol,000071-41-0,C5H12O,amyl alcohol; pentan-1-ol,air,unspecified,kg,"mapped: synonym, syn_strip, CAS",,1.0,11851a5e-7169-4d44-8a0e-886796fc9b57,pentan-1-ol,Emissions to air,"Emissions to air, unspecified",kg,mapped,,,,,,,0.77627,,,0.77627,,,,,,,,3.3235e-08,,,3.3235e-08,,,,,,,
541a823c-0aad-4dc4-9123-d4af4647d942,1-Pentanol,000071-41-0,C5H12O,amyl alcohol; pentan-1-ol,air,urban air close to ground,kg,"mapped: synonym, syn_strip, CAS",,1.0,9758dad7-53a4-4b38-9404-b6db9cb28c8b,pentan-1-ol,Emissions to air,Emissions to urban air close to ground,kg,mapped,,,,,,,0.77808,,,0.77808,,,,,,,,6.289e-08,,,6.289e-08,,,,,,,
5074e239-b510-49aa-928c-fcdb462481d8,1-Pentanol,000071-41-0,C5H12O,amyl alcohol; pentan-1-ol,water,ground-,kg,"mapped: synonym, syn_strip, CAS",,1.0,09183939-8fb4-4c8a-835f-85026db3cd78,pentan-1-ol,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,61.45,,,61.45,,,,,,,,7.3775e-09,,,7.3775e-09,,,,,,,
cfa50eaf-a817-4352-b9fe-aa834240d269,1-Pentanol,000071-41-0,C5H12O,amyl alcohol; pentan-1-ol,water,"ground-, long-term",kg,"mapped: synonym, syn_strip, CAS",,1.0,061a2617-bece-4ace-a824-6a71049bc74c,pentan-1-ol,Emissions to water,"Emissions to water, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,
