elementary_flow_id,elementary_flow_name,cas_number,formula,synonyms,compartment,subcompartment,unit_name,flow_status,flow_used,conversion_factor,method_elementary_flow_id,method_elementary_flow_name,method_compartment,method_subcompartment,method_unit,compartment_status,acidification|accumulated exceedance (AE),climate change|global warming potential (GWP100),climate change: biogenic|global warming potential (GWP100),climate change: fossil|global warming potential (GWP100),climate change: land use and land use change|global warming potential (GWP100),particulate matter formation|impact on human health,ecotoxicity: freshwater|comparative toxic unit for ecosystems (CTUe),"ecotoxicity: freshwater, inorganics|comparative toxic unit for ecosystems (CTUe)","ecotoxicity: freshwater, metals|comparative toxic unit for ecosystems (CTUe)","ecotoxicity: freshwater, organics|comparative toxic unit for ecosystems (CTUe)",eutrophication: marine|fraction of nutrients reaching marine end compartment (N),eutrophication: freshwater|fraction of nutrients reaching freshwater end compartment (P),eutrophication: terrestrial|accumulated exceedance (AE),human toxicity: carcinogenic|comparative toxic unit for human (CTUh),"human toxicity: carcinogenic, inorganics|comparative toxic unit for human (CTUh)","human toxicity: carcinogenic, metals|comparative toxic unit for human (CTUh)","human toxicity: carcinogenic, organics|comparative toxic unit for human (CTUh)",human toxicity: non-carcinogenic|comparative toxic unit for human (CTUh),"human toxicity: non-carcinogenic, inorganics|comparative toxic unit for human (CTUh)","human toxicity: non-carcinogenic, metals|comparative toxic unit for human (CTUh)","human toxicity: non-carcinogenic, organics|comparative toxic unit for human (CTUh)",ionising radiation: human health|human exposure efficiency relative to u235,land use|soil quality index,ozone depletion|ozone depletion potential (ODP),photochemical oxidant formation: human health|tropospheric ozone concentration increase,energy resources: non-renewable|abiotic depletion potential (ADP): fossil fuels,material resources: metals/minerals|abiotic depletion potential (ADP): elements (ultimate reserves),water use|user deprivation potential (deprivation-weighted water consumption)
ccc02a20-bda2-4862-bb95-2da1db7ad49e,Ethanol,000064-17-5,C2H6O,,water,ocean,kg,"mapped: name, stripped, CAS",,1.0,fe0acd60-3ddc-11dd-a3f5-0050c2490048,ethanol,Emissions to water,Emissions to sea water,kg,mapped,,,,,,,0.011559,,,0.011559,,,,6.5131e-12,,,6.5131e-12,5.3679e-12,,,5.3679e-12,,,,,,,
42ebce6e-222e-442b-be25-3d8f711ce5cf,Ethanol,000064-17-5,C2H6O,,water,surface water,kg,"mapped: name, stripped, CAS",,1.0,fe0acd60-3ddc-11dd-a3f1-0050c2490048,ethanol,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,36.878,,,36.878,,,,3.6676e-09,,,3.6676e-09,2.3194e-09,,,2.3194e-09,,,,,,,
fdb29dc7-261d-4f8f-8e7d-c73899480bf8,Ethanol,000064-17-5,C2H6O,,water,unspecified,kg,"mapped: name, stripped, CAS",,1.0,fe0acd60-3ddc-11dd-a3f3-0050c2490048,ethanol,Emissions to water,"Emissions to water, unspecified",kg,mapped,,,,,,,18.445,,,18.445,,,,1.837e-09,,,1.837e-09,1.1624e-09,,,1.1624e-09,,,,,,,
876d4bb6-badc-4d04-a193-71b68e908737,Ethephon,016672-87-0,C2H6ClO3P,2-chloroethylphosphonic acid,air,non-urban air or from high stacks,kg,"mapped: name, stripped, CAS",,1.0,fe0acd60-3ddc-11dd-a43d-0050c2490048,ethephon,Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,,,,,,31.416,,,31.416,,,,,,,,2.9593e-07,,,2.9593e-07,,,,,,,
0ba582f8-3360-441a-a93c-ea15e87f7b0c,Ethephon,016672-87-0,C2H6ClO3P,2-chloroethylphosphonic acid,soil,agricultural,kg,"mapped: name, stripped, CAS",,1.0,fe0acd60-3ddc-11dd-a41b-0050c2490048,ethephon,Emissions to soil,Emissions to agricultural soil,kg,mapped,,,,,,,41.094,,,41.094,,,,,,,,8.2008e-08,,,8.2008e-08,,,,,,,
a212914e-f8ba-49eb-9ceb-63e286053f2d,Ethephon,016672-87-0,C2H6ClO3P,2-chloroethylphosphonic acid,water,ground-,kg,"mapped: name, stripped, CAS",,1.0,fe0acd60-3ddc-11dd-a43e-0050c2490048,ethephon,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,175.93,,,175.93,,,,,,,,1.4093e-07,,,1.4093e-07,,,,,,,
e732d6dc-d502-4e03-8a5e-6c2644136b5f,Ethephon,016672-87-0,C2H6ClO3P,2-chloroethylphosphonic acid,water,surface water,kg,"mapped: name, stripped, CAS",,1.0,fe0acd60-3ddc-11dd-a43e-0050c2490048,ethephon,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,175.93,,,175.93,,,,,,,,1.4093e-07,,,1.4093e-07,,,,,,,
45378c0a-fc57-56ac-a0f2-4263250874ba,Ethiofencarb,029973-13-5,C11H15NO2S,[2-(ethylsulfanylmethyl)phenyl] N-methylcarbamate,soil,agricultural,kg,"mapped: name, stripped, CAS",,1.0,f023d9b2-80f9-49fd-ad04-928154f1ac96,ethiofencarb,Emissions to soil,Emissions to agricultural soil,kg,mapped,,,,,,,829.63,,,829.63,,,,,,,,2.6461e-07,,,2.6461e-07,,,,,,,
a2f886e3-8db8-4bce-bedf-b2004b4cc558,Ethofumesate,026225-79-6,C13H18O5S,"(+-)-2-ethoxy-2,3-dihydro-3,3-dimethylbenzofuran-5-yl methanesufonate; (2-ethoxy-3,3-dimethyl-2H-1-benzofuran-5-yl) methanesulfonate",soil,agricultural,kg,"mapped: name, stripped, CAS",,1.0,08a91e70-3ddc-11dd-9359-0050c2490048,ethofumesate,Emissions to soil,Emissions to agricultural soil,kg,mapped,,,,,,,581.67,,,581.67,,,,,,,,2.7141e-08,,,2.7141e-08,,,,,,,
21b5487b-4086-490b-9f98-1f5503feee7c,Ethoprop,013194-48-4,C8H19O2PS2,"O-ethyl S,S-dipropyl dithiophosphate; ethoprophos",soil,agricultural,kg,"mapped: synonym, syn_strip, CAS",,1.0,08a91e70-3ddc-11dd-9360-0050c2490048,ethoprophos,Emissions to soil,Emissions to agricultural soil,kg,mapped,,,,,,,1983.3,,,1983.3,,,,,,,,2.5071e-05,,,2.5071e-05,,,,,,,
227f85d8-5156-461f-9d03-03960287debf,Ethyl acetate,000141-78-6,C4H8O2,,air,"low population density, long-term",kg,"mapped: name, stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97bb-0050c2490048,ethyl acetate,Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,0.353,,,
5933e933-9eaf-4f97-ae63-5eb1eea95e53,Ethyl acetate,000141-78-6,C4H8O2,,air,non-urban air or from high stacks,kg,"mapped: name, stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97bd-0050c2490048,ethyl acetate,Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,,,,,,1.7838,,,1.7838,,,,,,,,1.1897e-09,,,1.1897e-09,,,,0.353,,,
8077467e-8d30-46cc-ab55-5759286eebd3,Ethyl acetate,000141-78-6,C4H8O2,,air,unspecified,kg,"mapped: name, stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97ba-0050c2490048,ethyl acetate,Emissions to air,"Emissions to air, unspecified",kg,mapped,,,,,,,1.7835,,,1.7835,,,,,,,,4.3895e-09,,,4.3895e-09,,,,0.353,,,
41cce80a-82c1-4caa-b6ef-718ec4b83fd6,Ethyl acetate,000141-78-6,C4H8O2,,air,urban air close to ground,kg,"mapped: name, stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97bc-0050c2490048,ethyl acetate,Emissions to air,Emissions to urban air close to ground,kg,mapped,,,,,,,1.7833,,,1.7833,,,,,,,,7.5893e-09,,,7.5893e-09,,,,0.353,,,
2d8f3c1b-8965-4f5c-9d66-72148d9af9ba,Ethyl acetate,000141-78-6,C4H8O2,,water,ground-,kg,"mapped: name, stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97be-0050c2490048,ethyl acetate,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,122.76,,,122.76,,,,,,,,3.8507e-09,,,3.8507e-09,,,,,,,
63fad899-6b8a-484d-bc90-481a58310070,Ethyl acetate,000141-78-6,C4H8O2,,water,"ground-, long-term",kg,"mapped: name, stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97bf-0050c2490048,ethyl acetate,Emissions to water,"Emissions to water, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,
81946844-b1a4-487d-8712-c97c8402baf6,Ethyl acetate,000141-78-6,C4H8O2,,water,ocean,kg,"mapped: name, stripped, CAS",,1.0,08a91e70-3ddc-11dd-9363-0050c2490048,ethyl acetate,Emissions to water,Emissions to sea water,kg,mapped,,,,,,,0.12449,,,0.12449,,,,,,,,8.4713e-11,,,8.4713e-11,,,,,,,
edd13644-5212-4e83-9fee-9358521a6b42,Ethyl acetate,000141-78-6,C4H8O2,,water,surface water,kg,"mapped: name, stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97be-0050c2490048,ethyl acetate,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,122.76,,,122.76,,,,,,,,3.8507e-09,,,3.8507e-09,,,,,,,
43a7aa3a-a34d-467a-943f-4a263ebe8df3,Ethyl acetate,000141-78-6,C4H8O2,,water,unspecified,kg,"mapped: name, stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97c0-0050c2490048,ethyl acetate,Emissions to water,"Emissions to water, unspecified",kg,mapped,,,,,,,61.443,,,61.443,,,,,,,,1.9677e-09,,,1.9677e-09,,,,,,,
e4ef0139-8f7a-4541-a2fb-8316558eb296,Ethyl benzene,000100-41-4,C8H10,Ethylbenzol; ethylbenzene,air,"low population density, long-term",kg,"mapped: name, stripped, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a2ec-0050c2490048,ethyl benzene,Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,0.0,,,0.0,0.0,,,0.0,,,,1.23,,,
e0e605c8-370b-4b5a-b6d4-2e7a5a1a6709,Ethyl benzene,000100-41-4,C8H10,Ethylbenzol; ethylbenzene,air,non-urban air or from high stacks,kg,"mapped: name, stripped, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a2ee-0050c2490048,ethyl benzene,Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,,,,,,0.2163,,,0.2163,,,,4.666e-08,,,4.666e-08,1.6931e-09,,,1.6931e-09,,,,1.23,,,
88ef28f1-cfd5-44a0-ac34-01acf2db84a0,Ethyl benzene,000100-41-4,C8H10,Ethylbenzol; ethylbenzene,air,unspecified,kg,"mapped: name, stripped, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a2eb-0050c2490048,ethyl benzene,Emissions to air,"Emissions to air, unspecified",kg,mapped,,,,,,,0.2518,,,0.2518,,,,3.2547e-07,,,3.2547e-07,1.0807e-08,,,1.0807e-08,,,,1.23,,,
7c09916a-b6b5-47f5-bdf6-30d2511beb82,Ethyl benzene,000100-41-4,C8H10,Ethylbenzol; ethylbenzene,air,urban air close to ground,kg,"mapped: name, stripped, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a2ed-0050c2490048,ethyl benzene,Emissions to air,Emissions to urban air close to ground,kg,mapped,,,,,,,0.2873,,,0.2873,,,,6.0428e-07,,,6.0428e-07,1.992e-08,,,1.992e-08,,,,1.23,,,
1f455f6d-473e-4a50-af39-26dde8cd6479,Ethyl benzene,000100-41-4,C8H10,Ethylbenzol; ethylbenzene,water,ground-,kg,"mapped: name, stripped, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a2ef-0050c2490048,ethyl benzene,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,1678.5,,,1678.5,,,,4.004e-08,,,4.004e-08,4.6506e-08,,,4.6506e-08,,,,,,,
4c94ff32-5e02-45c1-8bb0-bfd82bfa078f,Ethyl benzene,000100-41-4,C8H10,Ethylbenzol; ethylbenzene,water,"ground-, long-term",kg,"mapped: name, stripped, syn_strip, CAS",,1.0,08a91e70-3ddc-11dd-a2f5-0050c2490048,ethyl benzene,Emissions to water,"Emissions to water, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,
a5634f8a-d2f3-4e9a-8ee5-6f11234b9b1e,Ethyl benzene,000100-41-4,C8H10,Ethylbenzol; ethylbenzene,water,ocean,kg,"mapped: name, stripped, syn_strip, CAS",,1.0,08a91e70-3ddc-11dd-a2f8-0050c2490048,ethyl benzene,Emissions to water,Emissions to sea water,kg,mapped,,,,,,,0.019642,,,0.019642,,,,4.3408e-09,,,4.3408e-09,1.8444e-09,,,1.8444e-09,,,,,,,
4abbbc48-a8d0-4c3a-9dea-4e67f1505230,Ethyl benzene,000100-41-4,C8H10,Ethylbenzol; ethylbenzene,water,surface water,kg,"mapped: name, stripped, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a2ef-0050c2490048,ethyl benzene,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,1678.5,,,1678.5,,,,4.004e-08,,,4.004e-08,4.6506e-08,,,4.6506e-08,,,,,,,
3dd549fd-825c-4ceb-a5f9-2988d322dc5d,Ethyl benzene,000100-41-4,C8H10,Ethylbenzol; ethylbenzene,water,unspecified,kg,"mapped: name, stripped, syn_strip, CAS",,1.0,08a91e70-3ddc-11dd-a2f6-0050c2490048,ethyl benzene,Emissions to water,"Emissions to water, unspecified",kg,mapped,,,,,,,839.26,,,839.26,,,,2.2191e-08,,,2.2191e-08,2.4175e-08,,,2.4175e-08,,,,,,,
c8fc7ae6-3d48-4b1e-94a2-3b74dcd1dd2f,Ethyl cellulose,009004-57-3,C20H38O11,,air,"low population density, long-term",kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25f52995-fc88-44ab-b11c-f93e35020d01,Ethyl cellulose,009004-57-3,C20H38O11,,air,non-urban air or from high stacks,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779f93e2-bbb4-4a06-a46a-ce636fe59a62,Ethyl cellulose,009004-57-3,C20H38O11,,air,unspecified,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6bd1ea0d-0fbb-46cd-a6b4-e699febbf4e8,Ethyl cellulose,009004-57-3,C20H38O11,,air,urban air close to ground,kg,ecoinvent orphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68d2ae4b-ab2c-4aab-a0b0-96231ea03a91,Ethylamine,000075-04-7,C2H7N,1-Aminoethane; Aminoethane; Ethaneamine; Monoethylamine; ethanamine,air,"low population density, long-term",kg,"mapped: stripped, CAS",,1.0,08a91e70-3ddc-11dd-936d-0050c2490048,ethyl amine,Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,
715d35c1-548c-43e2-a023-b31eba3a2849,Ethylamine,000075-04-7,C2H7N,1-Aminoethane; Aminoethane; Ethaneamine; Monoethylamine; ethanamine,air,non-urban air or from high stacks,kg,"mapped: stripped, CAS",,1.0,08a91e70-3ddc-11dd-936f-0050c2490048,ethyl amine,Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,,,,,,20.936,,,20.936,,,,,,,,,,,,,,,,,,
b1dc1428-e198-464d-a434-a7e6d880f041,Ethylamine,000075-04-7,C2H7N,1-Aminoethane; Aminoethane; Ethaneamine; Monoethylamine; ethanamine,air,unspecified,kg,"mapped: stripped, CAS",,1.0,08a91e70-3ddc-11dd-936c-0050c2490048,ethyl amine,Emissions to air,"Emissions to air, unspecified",kg,mapped,,,,,,,32.319,,,32.319,,,,,,,,,,,,,,,,,,
4569028c-d2d9-4937-bd92-44a6c72e2b1b,Ethylamine,000075-04-7,C2H7N,1-Aminoethane; Aminoethane; Ethaneamine; Monoethylamine; ethanamine,air,urban air close to ground,kg,"mapped: stripped, CAS",,1.0,08a91e70-3ddc-11dd-936e-0050c2490048,ethyl amine,Emissions to air,Emissions to urban air close to ground,kg,mapped,,,,,,,43.701,,,43.701,,,,,,,,,,,,,,,,,,
d0800bcc-833f-4a75-b289-e5cadbd50552,Ethylamine,000075-04-7,C2H7N,1-Aminoethane; Aminoethane; Ethaneamine; Monoethylamine; ethanamine,water,ground-,kg,"mapped: stripped, CAS",,1.0,e2fa6871-6555-11dd-ad8b-0800200c9a66,ethyl amine,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,1780.5,,,1780.5,,,,,,,,,,,,,,,,,,
b43924b1-3715-48b2-aa20-78f67b3f6e0e,Ethylamine,000075-04-7,C2H7N,1-Aminoethane; Aminoethane; Ethaneamine; Monoethylamine; ethanamine,water,"ground-, long-term",kg,"mapped: stripped, CAS",,1.0,e2fa6877-6555-11dd-ad8b-0800200c9a66,ethyl amine,Emissions to water,"Emissions to water, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,
848c080f-be82-441d-9474-a53226288309,Ethylamine,000075-04-7,C2H7N,1-Aminoethane; Aminoethane; Ethaneamine; Monoethylamine; ethanamine,water,ocean,kg,"mapped: stripped, CAS",,1.0,e2fa6874-6555-11dd-ad8b-0800200c9a66,ethyl amine,Emissions to water,Emissions to sea water,kg,mapped,,,,,,,0.0077002,,,0.0077002,,,,,,,,,,,,,,,,,,
2e2a9226-1d5a-4adf-aa0f-6a4b9499e8d7,Ethylamine,000075-04-7,C2H7N,1-Aminoethane; Aminoethane; Ethaneamine; Monoethylamine; ethanamine,water,surface water,kg,"mapped: stripped, CAS",,1.0,e2fa6871-6555-11dd-ad8b-0800200c9a66,ethyl amine,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,1780.5,,,1780.5,,,,,,,,,,,,,,,,,,
a0f10b49-f9e6-4195-95af-bbc1ba417944,Ethylamine,000075-04-7,C2H7N,1-Aminoethane; Aminoethane; Ethaneamine; Monoethylamine; ethanamine,water,unspecified,kg,"mapped: stripped, CAS",,1.0,e2fa6876-6555-11dd-ad8b-0800200c9a66,ethyl amine,Emissions to water,"Emissions to water, unspecified",kg,mapped,,,,,,,890.24,,,890.24,,,,,,,,,,,,,,,,,,
13fb54aa-a54a-48de-b2ec-b9165dea111d,Ethylene,000074-85-1,C2H4,Ethene,air,"low population density, long-term",kg,"mapped: name, stripped, CAS",,1.0,fe0acd60-3ddc-11dd-a47e-0050c2490048,ethylene,Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,1.69,,,
87f683ed-44ae-41a6-b4bc-230622f8cfef,Ethylene,000074-85-1,C2H4,Ethene,air,non-urban air or from high stacks,kg,"mapped: name, stripped, CAS",,1.0,08a91e70-3ddc-11dd-9381-0050c2490048,ethylene,Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,,,,,,0.00078838,,,0.00078838,,,,,,,,8.428e-11,,,8.428e-11,,,,1.69,,,
90f722bf-cb9b-571a-88fc-34286632bdc4,Ethylene,000074-85-1,C2H4,Ethene,air,unspecified,kg,"mapped: name, stripped, CAS",,1.0,fe0acd60-3ddc-11dd-a47d-0050c2490048,ethylene,Emissions to air,"Emissions to air, unspecified",kg,mapped,,,,,,,0.00094698,,,0.00094698,,,,,,,,6.5652e-10,,,6.5652e-10,,,,1.69,,,
36270548-9316-424b-9aeb-e0de134b0be1,Ethylene,000074-85-1,C2H4,Ethene,air,urban air close to ground,kg,"mapped: name, stripped, CAS",,1.0,fe0acd60-3ddc-11dd-9ee0-0050c2490048,ethylene,Emissions to air,Emissions to urban air close to ground,kg,mapped,,,,,,,0.0011056,,,0.0011056,,,,,,,,1.2288e-09,,,1.2288e-09,,,,1.69,,,
e468ca97-9888-46ec-9b2e-3e25b0d55549,Ethylene,000074-85-1,C2H4,Ethene,water,ground-,kg,"mapped: name, stripped, CAS",,1.0,08a91e70-3ddc-11dd-9383-0050c2490048,ethylene,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,136.09,,,136.09,,,,,,,,3.2187e-09,,,3.2187e-09,,,,,,,
7dd7bc0f-dff1-4564-8b74-eb40ca335b8f,Ethylene,000074-85-1,C2H4,Ethene,water,"ground-, long-term",kg,"mapped: name, stripped, CAS",,1.0,08a91e70-3ddc-11dd-9384-0050c2490048,ethylene,Emissions to water,"Emissions to water, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,
fc55a3d9-170e-4fe3-9be8-ddb4cc3b90fc,Ethylene,000074-85-1,C2H4,Ethene,water,ocean,kg,"mapped: name, stripped, CAS",,1.0,08a91e70-3ddc-11dd-9387-0050c2490048,ethylene,Emissions to water,Emissions to sea water,kg,mapped,,,,,,,9.7039e-05,,,9.7039e-05,,,,,,,,1.695e-11,,,1.695e-11,,,,,,,
fe8f6da1-2dc8-4df8-8aea-d0675be0dfcf,Ethylene,000074-85-1,C2H4,Ethene,water,surface water,kg,"mapped: name, stripped, CAS",,1.0,08a91e70-3ddc-11dd-9383-0050c2490048,ethylene,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,136.09,,,136.09,,,,,,,,3.2187e-09,,,3.2187e-09,,,,,,,
f3a3227c-39f4-4383-8007-8b3b0c33467a,Ethylene,000074-85-1,C2H4,Ethene,water,unspecified,kg,"mapped: name, stripped, CAS",,1.0,08a91e70-3ddc-11dd-9385-0050c2490048,ethylene,Emissions to water,"Emissions to water, unspecified",kg,mapped,,,,,,,68.044,,,68.044,,,,,,,,1.6178e-09,,,1.6178e-09,,,,,,,
5b7d620e-2238-5ec9-888a-6999218b6974,Ethylene carbonate,000096-49-1,C3H4O3,,water,unspecified,kg,mapped: CAS,,1.0,888f2557-42ee-4fb5-a6e2-12292c6a7a13,"1,3-dioxolan-2-one",Emissions to water,"Emissions to water, unspecified",kg,mapped,,,,,,,2.6713,,,2.6713,,,,,,,,1.6627e-08,,,1.6627e-08,,,,,,,
9dfa8601-c11b-4d60-b906-ee5d7b57d639,Ethylene diamine,000107-15-3,C2H8N2,"1,2-diaminoethane; ethane-1,2-diamine",air,"low population density, long-term",kg,"mapped: stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97e8-0050c2490048,ethylenediamine,Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,
d3a1c5ec-009f-475d-8db5-9d619ba2f62f,Ethylene diamine,000107-15-3,C2H8N2,"1,2-diaminoethane; ethane-1,2-diamine",air,non-urban air or from high stacks,kg,"mapped: stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97ea-0050c2490048,ethylenediamine,Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,,,,,,27.942,,,27.942,,,,,,,,6.709e-08,,,6.709e-08,,,,,,,
397c6564-d1c4-41f5-a4ff-4832874f397f,Ethylene diamine,000107-15-3,C2H8N2,"1,2-diaminoethane; ethane-1,2-diamine",air,unspecified,kg,"mapped: stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97e7-0050c2490048,ethylenediamine,Emissions to air,"Emissions to air, unspecified",kg,mapped,,,,,,,44.562,,,44.562,,,,,,,,1.1645e-06,,,1.1645e-06,,,,,,,
c6d0e9b0-aadb-407b-9f39-8fbab93ffa55,Ethylene diamine,000107-15-3,C2H8N2,"1,2-diaminoethane; ethane-1,2-diamine",air,urban air close to ground,kg,"mapped: stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97e9-0050c2490048,ethylenediamine,Emissions to air,Emissions to urban air close to ground,kg,mapped,,,,,,,61.182,,,61.182,,,,,,,,2.262e-06,,,2.262e-06,,,,,,,
ab79f4bd-b0cd-40f3-b3e1-20bf24802730,Ethylene diamine,000107-15-3,C2H8N2,"1,2-diaminoethane; ethane-1,2-diamine",water,ground-,kg,"mapped: stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97eb-0050c2490048,ethylenediamine,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,2722.6,,,2722.6,,,,,,,,4.5023e-07,,,4.5023e-07,,,,,,,
e5d3a0ba-404d-4aff-98ce-30bbf6474436,Ethylene diamine,000107-15-3,C2H8N2,"1,2-diaminoethane; ethane-1,2-diamine",water,"ground-, long-term",kg,"mapped: stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97ec-0050c2490048,ethylenediamine,Emissions to water,"Emissions to water, unspecified (long-term)",kg,mapped,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,
d627e8fd-3663-4aa6-b9de-e926003700dd,Ethylene diamine,000107-15-3,C2H8N2,"1,2-diaminoethane; ethane-1,2-diamine",water,ocean,kg,"mapped: stripped, CAS",,1.0,08a91e70-3ddc-11dd-9dd7-0050c2490048,ethylenediamine,Emissions to water,Emissions to sea water,kg,mapped,,,,,,,6.0493e-07,,,6.0493e-07,,,,,,,,7.7062e-11,,,7.7062e-11,,,,,,,
6ba443e3-9361-47c9-a2cd-c9f4957217b7,Ethylene diamine,000107-15-3,C2H8N2,"1,2-diaminoethane; ethane-1,2-diamine",water,surface water,kg,"mapped: stripped, CAS",,1.0,4d9a8790-3ddd-11dd-97eb-0050c2490048,ethylenediamine,Emissions to water,Emissions to fresh water,kg,mapped,,,,,,,2722.6,,,2722.6,,,,,,,,4.5023e-07,,,4.5023e-07,,,,,,,
0650f48f-c6c9-44ae-ac49-c3bae05220c3,Ethylene diamine,000107-15-3,C2H8N2,"1,2-diaminoethane; ethane-1,2-diamine",water,unspecified,kg,"mapped: stripped, CAS",,1.0,08a91e70-3ddc-11dd-9dd5-0050c2490048,ethylenediamine,Emissions to water,"Emissions to water, unspecified",kg,mapped,,,,,,,1361.3,,,1361.3,,,,,,,,2.2515e-07,,,2.2515e-07,,,,,,,
ba3120e9-7412-4517-812c-752edeac5472,Ethylene dichloride,000107-06-2,C2H4Cl2,"1,2-dichloroethane; Ethylendichlorid; Ethylene dichloride",air,"low population density, long-term",kg,"mapped: synonym, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a746-0050c2490048,"1,2-dichloroethane",Emissions to air,"Emissions to air, unspecified (long-term)",kg,mapped,,1.0,,1.0,,,0.0,,,0.0,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,
89324b2f-1e73-4eb1-9716-96b9be0349ac,Ethylene dichloride,000107-06-2,C2H4Cl2,"1,2-dichloroethane; Ethylendichlorid; Ethylene dichloride",air,non-urban air or from high stacks,kg,"mapped: synonym, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a748-0050c2490048,"1,2-dichloroethane",Emissions to air,Emissions to non-urban air or from high stacks,kg,mapped,,1.0,,1.0,,,0.40613,,,0.40613,,,,1.7046e-07,,,1.7046e-07,2.3589e-07,,,2.3589e-07,,,,,,,
03758df7-503a-400e-bc7b-ec05825761a5,Ethylene dichloride,000107-06-2,C2H4Cl2,"1,2-dichloroethane; Ethylendichlorid; Ethylene dichloride",air,unspecified,kg,"mapped: synonym, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a745-0050c2490048,"1,2-dichloroethane",Emissions to air,"Emissions to air, unspecified",kg,mapped,,1.0,,1.0,,,0.40641,,,0.40641,,,,3.4246e-07,,,3.4246e-07,4.9325e-07,,,4.9325e-07,,,,,,,
468bebea-17ee-49d3-b11d-c603d91c67c8,Ethylene dichloride,000107-06-2,C2H4Cl2,"1,2-dichloroethane; Ethylendichlorid; Ethylene dichloride",air,urban air close to ground,kg,"mapped: synonym, syn_strip, CAS",,1.0,fe0acd60-3ddc-11dd-a747-0050c2490048,"1,2-dichloroethane",Emissions to air,Emissions to urban air close to ground,kg,mapped,,1.0,,1.0,,,0.4067,,,0.4067,,,,5.1446e-07,,,5.1446e-07,7.506e-07,,,7.506e-07,,,,,,,
