elementary_flow_id,elementary_flow_name,cas_number,formula,synonyms,compartment,subcompartment,unit_name,flow_status,flow_used,conversion_factor,method_elementary_flow_id,method_elementary_flow_name,method_compartment,method_subcompartment,method_unit,compartment_status,climate change|global warming potential (GWP100),acidification|acidification potential (AP),particulate matter formation|particulate matter formation potential (PMFP),ozone depletion|ozone depletion potential (ODP),photochemical oxidant formation|maximum incremental reactivity (MIR),eutrophication|eutrophication potential,ecotoxicity: freshwater|ecotoxicity: freshwater,human toxicity: carcinogenic|human toxicity: carcinogenic,human toxicity: non-carcinogenic|human toxicity: non-carcinogenic
ccfea48e-0aec-4573-8ed1-fb7c0f1b14ae,1-Pentene,000109-67-1,C5H10,amylene; pent-1-ene,air,non-urban air or from high stacks,kg,mapped,False,1.0,,1-pentene,air,unspecified,kg,mapped: proxy,,,,,7.207435897435896,,,,
651cbfbb-3027-4e20-a5b0-4a67e86e837a,1-Pentene,000109-67-1,C5H10,amylene; pent-1-ene,air,unspecified,kg,mapped,False,1.0,,1-pentene,air,unspecified,kg,mapped,,,,,7.207435897435896,,,,
8cbaa905-41b0-4327-8403-bf1c8eb25429,1-Pentene,000109-67-1,C5H10,amylene; pent-1-ene,air,urban air close to ground,kg,mapped,True,1.0,,1-pentene,air,unspecified,kg,mapped: proxy,,,,,7.207435897435896,,,,
7a41be00-7040-4097-99be-a8085e86bf5e,1-Pentene,000109-67-1,C5H10,amylene; pent-1-ene,water,ground-,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,
4530576f-7f93-4c43-b13e-8cd2da98f501,1-Pentene,000109-67-1,C5H10,amylene; pent-1-ene,water,"ground-, long-term",kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,
9d99096b-4e70-452b-9e3b-b2296613bc0f,1-Pentene,000109-67-1,C5H10,amylene; pent-1-ene,water,ocean,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,
f3cf9958-739f-41c1-a679-f550cf0e9b6c,1-Pentene,000109-67-1,C5H10,amylene; pent-1-ene,water,surface water,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,
109c3ee9-b9df-4c11-bd77-b8571773d9ad,1-Pentene,000109-67-1,C5H10,amylene; pent-1-ene,water,unspecified,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,
5e98fd60-8da0-4006-9729-4d2797f96302,"2,2,4-Trimethyl pentane",000540-84-1,C8H18,"2,2,4-trimethylpentane",air,unspecified,kg,mapped,True,1.0,,"2,2,4-trimethyl pentane",air,unspecified,kg,mapped,,,,,1.260882051282051,,,,
e6137e6e-84a6-4fa1-a5bf-47c8153d7c05,"2,4-D",000094-75-7,C8H6Cl2O3,"(2,4-dichlorophenoxy)acetic acid; 2-(2,4-dichlorophenoxy)acetic acid",air,non-urban air or from high stacks,kg,mapped,True,1.0,,"2-(2,4-dichlorophenoxy)acetic acid",air,rural air,kg,mapped,,,,,,,103.1690866711481,,2.316057574160154e-06
f681eb3c-854a-4f78-bcfe-76dfbcf9df3c,"2,4-D",000094-75-7,C8H6Cl2O3,"(2,4-dichlorophenoxy)acetic acid; 2-(2,4-dichlorophenoxy)acetic acid",soil,agricultural,kg,mapped,True,1.0,,"2-(2,4-dichlorophenoxy)acetic acid",soil,agricultural soil,kg,mapped,,,,,,,181.9075712591964,,2.221076129596055e-06
fffd291b-a67f-5b96-86cf-534a2132f062,"2,4-D",000094-75-7,C8H6Cl2O3,"(2,4-dichlorophenoxy)acetic acid; 2-(2,4-dichlorophenoxy)acetic acid",soil,forestry,kg,mapped,True,1.0,,"2-(2,4-dichlorophenoxy)acetic acid",soil,natural soil,kg,mapped,,,,,,,181.9075712591965,,8.523251019689758e-07
4d7c44eb-4910-5a23-be35-3e78bf864d12,"2,4-D",000094-75-7,C8H6Cl2O3,"(2,4-dichlorophenoxy)acetic acid; 2-(2,4-dichlorophenoxy)acetic acid",water,ground-,kg,mapped,True,1.0,,"2-(2,4-dichlorophenoxy)acetic acid",water,freshwater,kg,mapped,,,,,,,860.3532958193812,,3.800292070574911e-06
79ff1e04-f069-50ed-b082-e995f38324d7,"2,4-D",000094-75-7,C8H6Cl2O3,"(2,4-dichlorophenoxy)acetic acid; 2-(2,4-dichlorophenoxy)acetic acid",water,unspecified,kg,mapped,True,1.0,,"2-(2,4-dichlorophenoxy)acetic acid",water,freshwater,kg,mapped: proxy,,,,,,,860.3532958193812,,3.800292070574911e-06
4f777e05-70f9-4a18-a406-d8232325073f,"2,4-D amines",002008-39-1,C10H13Cl2NO3,"2,4-D dimethylamine salt; 2-(2,4-dichlorophenoxy)acetic acid; N-methylmethanamine",air,non-urban air or from high stacks,kg,mapped,True,1.0,,"2,4-d, dimethylamine salt",air,rural air,kg,mapped,,,,,,,269.5687685163206,,
0eba8639-12c1-40ce-b1b6-e3394ec94dc0,"2,4-D amines",002008-39-1,C10H13Cl2NO3,"2,4-D dimethylamine salt; 2-(2,4-dichlorophenoxy)acetic acid; N-methylmethanamine",soil,agricultural,kg,mapped,True,1.0,,"2,4-d, dimethylamine salt",soil,agricultural soil,kg,mapped,,,,,,,306.8304790458599,,
49b29466-706e-42c3-ac8c-f89f9530cb60,"2,4-D amines",002008-39-1,C10H13Cl2NO3,"2,4-D dimethylamine salt; 2-(2,4-dichlorophenoxy)acetic acid; N-methylmethanamine",water,ground-,kg,mapped,True,1.0,,"2,4-d, dimethylamine salt",water,freshwater,kg,mapped,,,,,,,1284.044970611836,,
c7dcf08c-f297-495b-b7db-f4f54799814b,"2,4-D amines",002008-39-1,C10H13Cl2NO3,"2,4-D dimethylamine salt; 2-(2,4-dichlorophenoxy)acetic acid; N-methylmethanamine",water,surface water,kg,mapped,True,1.0,,"2,4-d, dimethylamine salt",water,freshwater,kg,mapped,,,,,,,1284.044970611836,,
b6b4201e-0561-5992-912f-e729fbf04e41,"2,4-D dimethylamine salt",002008-39-1,C10H13Cl2NO3,,air,non-urban air or from high stacks,kg,mapped,False,1.0,,"2,4-d, dimethylamine salt",air,rural air,kg,mapped,,,,,,,269.5687685163206,,
1dfb1f01-807b-5379-94f7-88e3ae421f57,"2,4-D dimethylamine salt",002008-39-1,C10H13Cl2NO3,,air,unspecified,kg,mapped,True,1.0,,"2,4-d, dimethylamine salt",air,unspecified,kg,mapped,,,,,,,273.3402549601409,,
41a4e1fe-34ee-54d9-b049-3a60ada1ae3e,"2,4-D dimethylamine salt",002008-39-1,C10H13Cl2NO3,,soil,agricultural,kg,mapped,True,1.0,,"2,4-d, dimethylamine salt",soil,agricultural soil,kg,mapped,,,,,,,306.8304790458599,,
b8db7f8d-c4a3-5aea-b95f-f5729d5656fd,"2,4-D dimethylamine salt",002008-39-1,C10H13Cl2NO3,,water,surface water,kg,mapped,True,1.0,,"2,4-d, dimethylamine salt",water,freshwater,kg,mapped,,,,,,,1284.044970611836,,
99e1284e-58fc-4652-bc24-b796b858b24e,"2,4-D ester",053467-11-1,C15H20Cl2O4,"1-butoxypropan-2-yl 2-(2,4-dichlorophenoxy)acetate; 2,4-D polypropoxybutyl ester",air,non-urban air or from high stacks,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,
6986913c-284b-4173-95fe-4a242498b1bc,"2,4-D ester",053467-11-1,C15H20Cl2O4,"1-butoxypropan-2-yl 2-(2,4-dichlorophenoxy)acetate; 2,4-D polypropoxybutyl ester",soil,agricultural,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,
69bb7dd8-43bc-49ff-a67c-0eb8e82558d0,"2,4-D ester",053467-11-1,C15H20Cl2O4,"1-butoxypropan-2-yl 2-(2,4-dichlorophenoxy)acetate; 2,4-D polypropoxybutyl ester",water,ground-,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,
e6367875-dd2b-4d12-8d03-94cf2e607815,"2,4-D ester",053467-11-1,C15H20Cl2O4,"1-butoxypropan-2-yl 2-(2,4-dichlorophenoxy)acetate; 2,4-D polypropoxybutyl ester",water,surface water,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,
0b2a8601-aa6e-42e9-8091-21cba87c0f0c,"2,4-DB",000094-82-6,C10H10Cl2O3,"4-(2,4-dichlorophenoxy)butanoic acid",air,non-urban air or from high stacks,kg,mapped,True,1.0,,"2,4-db",air,rural air,kg,mapped,,,,,,,39.38106559585892,,3.994433971000697e-07
d051c442-f206-4d70-844d-7d44dbbc3d8e,"2,4-DB",000094-82-6,C10H10Cl2O3,"4-(2,4-dichlorophenoxy)butanoic acid",soil,agricultural,kg,mapped,True,1.0,,"2,4-db",soil,agricultural soil,kg,mapped,,,,,,,167.3503950070972,,6.904100488552844e-07
68f64fd1-01f5-43b4-b191-0aebfffcf293,"2,4-DB",000094-82-6,C10H10Cl2O3,"4-(2,4-dichlorophenoxy)butanoic acid",water,ground-,kg,mapped,True,1.0,,"2,4-db",water,freshwater,kg,mapped,,,,,,,1331.729675100105,,9.247059606854275e-07
05136060-b6a6-4383-ae42-6ca90aeec59a,"2,4-DB",000094-82-6,C10H10Cl2O3,"4-(2,4-dichlorophenoxy)butanoic acid",water,surface water,kg,mapped,True,1.0,,"2,4-db",water,freshwater,kg,mapped,,,,,,,1331.729675100105,,9.247059606854275e-07
e3d35475-3f5c-5099-9506-8cc81a188fb1,"2,4-di-tert-butylphenol",000096-76-4,C14H22O,"2,4-ditert-butylphenol",water,unspecified,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,
f9ba52c4-ffe0-53fc-9724-6c1daebcbc1c,"2-Amino-3-chloro-1,4-naphthoquinone",002797-51-5,C10H6ClNO2,"2-amino-3-chloronaphthalene-1,4-dione",soil,agricultural,kg,mapped,False,1.0,,"2-amino-3-chloro-1,4-naphthoquinone",soil,agricultural soil,kg,mapped,,,,,,,1012.158272232078,,
cdce48e7-8c92-4214-b948-cc46a4700fe6,2-Aminopropanol,002749-11-3,C3H9NO,2-aminopropan-1-ol; L-alalinol,air,"low population density, long-term",kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,
c43cede7-18e7-49a4-aaf1-574975584a1b,2-Aminopropanol,002749-11-3,C3H9NO,2-aminopropan-1-ol; L-alalinol,air,lower stratosphere + upper troposphere,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,
b1fa0fe9-49d4-4e1d-9502-3b2d10a313c9,2-Aminopropanol,002749-11-3,C3H9NO,2-aminopropan-1-ol; L-alalinol,air,non-urban air or from high stacks,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,
3e07d825-a98e-4cdc-afa3-610fa7739261,2-Aminopropanol,002749-11-3,C3H9NO,2-aminopropan-1-ol; L-alalinol,air,unspecified,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,
a0fec60d-3f74-48bf-a2d2-58c30fc13e53,2-Aminopropanol,002749-11-3,C3H9NO,2-aminopropan-1-ol; L-alalinol,air,urban air close to ground,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,
22d1d385-5aa4-404d-8c14-2680ce4accb0,2-Aminopropanol,002749-11-3,C3H9NO,2-aminopropan-1-ol; L-alalinol,water,ground-,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,
d37d4cea-4096-4303-8d9d-96e48b8f9ff0,2-Aminopropanol,002749-11-3,C3H9NO,2-aminopropan-1-ol; L-alalinol,water,"ground-, long-term",kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,
3f00f5cf-1c58-428d-aef7-738f2c105e88,2-Aminopropanol,002749-11-3,C3H9NO,2-aminopropan-1-ol; L-alalinol,water,ocean,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,
96db42b8-64e4-4a84-9b16-cd8f73c615d6,2-Aminopropanol,002749-11-3,C3H9NO,2-aminopropan-1-ol; L-alalinol,water,surface water,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,
ea6f1100-7fe4-4f66-92cc-a69fe2dcca77,2-Aminopropanol,002749-11-3,C3H9NO,2-aminopropan-1-ol; L-alalinol,water,unspecified,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,
88be8e1b-1bdc-46e1-9856-187a95b3d872,2-Methyl-1-propanol,000078-83-1,C4H10O,"2-methylpropan-1-ol; Isobutanol; Isobutyl alcohol; propanol, 2-methyl-1-",air,"low population density, long-term",kg,mapped,False,1.0,,isobutyl alcohol,air,unspecified,kg,mapped,,,,,2.508666666666667,,0.2001421400030782,,1.193835976157869e-08
17f06f74-feea-4b7c-a125-a67ae6e1dcfb,2-Methyl-1-propanol,000078-83-1,C4H10O,"2-methylpropan-1-ol; Isobutanol; Isobutyl alcohol; propanol, 2-methyl-1-",air,lower stratosphere + upper troposphere,kg,mapped,False,1.0,,isobutyl alcohol,air,unspecified,kg,mapped,,,,,2.508666666666667,,0.2001421400030782,,1.193835976157869e-08
76e532b3-25c7-487e-894c-5bf306cdd012,2-Methyl-1-propanol,000078-83-1,C4H10O,"2-methylpropan-1-ol; Isobutanol; Isobutyl alcohol; propanol, 2-methyl-1-",air,non-urban air or from high stacks,kg,mapped,True,1.0,,isobutyl alcohol,air,rural air,kg,mapped,,,,,2.508666666666667,,0.1987837354452568,,2.452706437984015e-09
47bee45d-6d2b-48a6-a0c8-fcb8debc7f5d,2-Methyl-1-propanol,000078-83-1,C4H10O,"2-methylpropan-1-ol; Isobutanol; Isobutyl alcohol; propanol, 2-methyl-1-",air,unspecified,kg,mapped,False,1.0,,isobutyl alcohol,air,unspecified,kg,mapped,,,,,2.508666666666667,,0.2001421400030782,,1.193835976157869e-08
e2d860e3-1038-4386-a5f1-25ad75d18bbd,2-Methyl-1-propanol,000078-83-1,C4H10O,"2-methylpropan-1-ol; Isobutanol; Isobutyl alcohol; propanol, 2-methyl-1-",air,urban air close to ground,kg,mapped,True,1.0,,isobutyl alcohol,air,urban air,kg,mapped,,,,,2.508666666666667,,0.2015005445608996,,2.142401308517337e-08
d3f6f514-41e1-4b24-aa56-7d403839a4dd,2-Methyl-1-propanol,000078-83-1,C4H10O,"2-methylpropan-1-ol; Isobutanol; Isobutyl alcohol; propanol, 2-methyl-1-",water,ground-,kg,mapped,False,1.0,,isobutyl alcohol,water,freshwater,kg,mapped,,,,,,,8.538837125972611,,2.038098730414904e-08
a0cb36a5-d726-4c6e-9787-971cc763d294,2-Methyl-1-propanol,000078-83-1,C4H10O,"2-methylpropan-1-ol; Isobutanol; Isobutyl alcohol; propanol, 2-methyl-1-",water,"ground-, long-term",kg,mapped,False,1.0,,isobutyl alcohol,water,freshwater,kg,mapped,,,,,,,8.538837125972611,,2.038098730414904e-08
76a317b6-1c35-4c75-bb00-1cd5ec8c8e17,2-Methyl-1-propanol,000078-83-1,C4H10O,"2-methylpropan-1-ol; Isobutanol; Isobutyl alcohol; propanol, 2-methyl-1-",water,ocean,kg,mapped,False,1.0,,isobutyl alcohol,water,sea water,kg,mapped,,,,,,,0.00335253332002659,,4.885150423259475e-11
79240a49-80cf-4be4-b5c2-bfdd3f4aa249,2-Methyl-1-propanol,000078-83-1,C4H10O,"2-methylpropan-1-ol; Isobutanol; Isobutyl alcohol; propanol, 2-methyl-1-",water,surface water,kg,mapped,True,1.0,,isobutyl alcohol,water,freshwater,kg,mapped,,,,,,,8.538837125972611,,2.038098730414904e-08
446e7a93-6ac4-4bdf-b97d-03f683c7488c,2-Methyl-1-propanol,000078-83-1,C4H10O,"2-methylpropan-1-ol; Isobutanol; Isobutyl alcohol; propanol, 2-methyl-1-",water,unspecified,kg,mapped,False,1.0,,isobutyl alcohol,water,freshwater,kg,mapped: proxy,,,,,,,8.538837125972611,,2.038098730414904e-08
394c876b-9b10-4f7f-b2b7-4e61b691d7c6,2-Methyl-2-butene,000513-35-9,C5H10,"2-butene, 2-methyl-; 2-methylbut-2-ene; butene, 2-methyl-2-; n-Amylene",air,"low population density, long-term",kg,mapped,False,1.0,,2-methyl-2-butene,air,unspecified,kg,mapped,,,,,14.08402564102564,,,,
f9501098-4a8e-4cd1-98b7-00afbac477a4,2-Methyl-2-butene,000513-35-9,C5H10,"2-butene, 2-methyl-; 2-methylbut-2-ene; butene, 2-methyl-2-; n-Amylene",air,lower stratosphere + upper troposphere,kg,mapped,False,1.0,,2-methyl-2-butene,air,unspecified,kg,mapped,,,,,14.08402564102564,,,,
ef762eea-a8a2-49e1-8ed6-a12d325856f4,2-Methyl-2-butene,000513-35-9,C5H10,"2-butene, 2-methyl-; 2-methylbut-2-ene; butene, 2-methyl-2-; n-Amylene",air,non-urban air or from high stacks,kg,mapped,False,1.0,,2-methyl-2-butene,air,unspecified,kg,mapped: proxy,,,,,14.08402564102564,,,,
4e44630f-4197-4f05-809f-0fef07fba7d3,2-Methyl-2-butene,000513-35-9,C5H10,"2-butene, 2-methyl-; 2-methylbut-2-ene; butene, 2-methyl-2-; n-Amylene",air,unspecified,kg,mapped,False,1.0,,2-methyl-2-butene,air,unspecified,kg,mapped,,,,,14.08402564102564,,,,
79a87f98-0b00-4e7e-86f8-70667307f696,2-Methyl-2-butene,000513-35-9,C5H10,"2-butene, 2-methyl-; 2-methylbut-2-ene; butene, 2-methyl-2-; n-Amylene",air,urban air close to ground,kg,mapped,True,1.0,,2-methyl-2-butene,air,unspecified,kg,mapped: proxy,,,,,14.08402564102564,,,,
