elementary_flow_id,elementary_flow_name,cas_number,formula,synonyms,compartment,subcompartment,unit_name,flow_status,flow_used,conversion_factor,method_elementary_flow_id,method_elementary_flow_name,method_compartment,method_subcompartment,method_unit,compartment_status,climate change|global warming potential (GWP20),climate change|global warming potential (GWP100),climate change|global warming potential (GWP500),climate change|global temperature change potential (GTP50),climate change|global temperature change potential (GTP100),climate change: including SLCFs|global warming potential (GWP20),climate change: including SLCFs|global warming potential (GWP100),climate change: including SLCFs|global temperature change potential (GTP100),climate change: fossil|global warming potential (GWP20),climate change: fossil|global warming potential (GWP100),climate change: fossil|global warming potential (GWP500),climate change: fossil|global temperature change potential (GTP50),climate change: fossil|global temperature change potential (GTP100),"climate change: fossil, including SLCFs|global warming potential (GWP20)","climate change: fossil, including SLCFs|global warming potential (GWP100)","climate change: fossil, including SLCFs|global temperature change potential (GTP100)",climate change: biogenic|global warming potential (GWP20),climate change: biogenic|global warming potential (GWP100),climate change: biogenic|global warming potential (GWP500),climate change: biogenic|global temperature change potential (GTP50),climate change: biogenic|global temperature change potential (GTP100),"climate change: biogenic, including SLCFs|global warming potential (GWP20)","climate change: biogenic, including SLCFs|global warming potential (GWP100)","climate change: biogenic, including SLCFs|global temperature change potential (GTP100)",climate change: land use|global warming potential (GWP20),climate change: land use|global warming potential (GWP100),climate change: land use|global warming potential (GWP500),climate change: land use|global temperature change potential (GTP50),climate change: land use|global temperature change potential (GTP100),"climate change: land use, including SLCFs|global warming potential (GWP20)","climate change: land use, including SLCFs|global warming potential (GWP100)","climate change: land use, including SLCFs|global temperature change potential (GTP100)"
1d090e68-dd03-478b-82d4-09695ffc939a,Americium-241,014596-10-2,Am,,water,"ground-, long-term",kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58a92690-aa80-4d3c-9443-9b48daa2daa4,Americium-241,014596-10-2,Am,,water,ocean,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3102816-c649-4240-b0d1-0e60b08371ec,Americium-241,014596-10-2,Am,,water,surface water,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd601c88-f05e-436a-b4ab-5b3d4fb29882,Americium-241,014596-10-2,Am,,water,unspecified,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1327ebe-ac90-4d12-8787-09649213ce63,Ametryn,000834-12-8,C9H17N5S,"4-N-ethyl-6-methylsulfanyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine; ametryne",soil,agricultural,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feb606a8-c259-4169-9652-6b38467739f7,Amidosulfuron,120923-37-7,C9H15N5O7S2,"1-(4,6-dimethoxypyrimidin-2-yl)-3-[methyl(methylsulfonyl)sulfamoyl]urea; 1-(4,6-dimethoxypyrimidin-2-yl)-3-mesyl(methyl)sulfamoylurea",soil,agricultural,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b157329c-4179-5491-97c4-649900954ffa,Amine oxides,,,,air,unspecified,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc91124e-c4b4-4e39-95b1-1c27b35cbe66,Amitraz,033089-61-1,C19H23N3,Triazid,soil,agricultural,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b50f643-216a-412b-a0e5-5946867aa2ed,Ammonia,007664-41-7,H3N,azane,air,"low population density, long-term",kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8494ed3c-0416-4aa5-b100-51a2b2bcadbd,Ammonia,007664-41-7,H3N,azane,air,lower stratosphere + upper troposphere,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f440cc0-0f74-446d-99d6-8ff0e97a2444,Ammonia,007664-41-7,H3N,azane,air,non-urban air or from high stacks,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87883a4e-1e3e-4c9d-90c0-f1bea36f8014,Ammonia,007664-41-7,H3N,azane,air,unspecified,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9990b51b-7023-4700-bca0-1a32ef921f74,Ammonia,007664-41-7,H3N,azane,air,urban air close to ground,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9660786-7a4e-408f-9474-f58877b329a6,Ammonia,007664-41-7,H3N,azane,soil,industrial,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736f52e8-9703-4076-8909-7ae80a7f8005,Ammonium,014798-03-9,H4N+,Ammonium; Ammonium ion,water,ground-,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130cedc6-f6ed-4f1b-bd1e-881177f79e74,Ammonium,014798-03-9,H4N+,Ammonium; Ammonium ion,water,"ground-, long-term",kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc069d24-fbbd-4c05-8b6e-4089dc8249ae,Ammonium,014798-03-9,H4N+,Ammonium; Ammonium ion,water,ocean,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13331e67-6006-48c4-bdb4-340c12010036,Ammonium,014798-03-9,H4N+,Ammonium; Ammonium ion,water,surface water,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb005c47-7b90-41f3-a5ca-f0eb11db354a,Ammonium,014798-03-9,H4N+,Ammonium; Ammonium ion,water,unspecified,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15c4a3e0-bd82-4acd-a8fd-58aba60dd9fc,Ammonium carbonate,000506-87-6,CH8N2O3,carbonate; diazanium,air,"low population density, long-term",kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73ec59d7-a227-407f-963a-fd9c61b4d172,Ammonium carbonate,000506-87-6,CH8N2O3,carbonate; diazanium,air,lower stratosphere + upper troposphere,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d40b90a8-c469-41ec-b5ea-f80386859a82,Ammonium carbonate,000506-87-6,CH8N2O3,carbonate; diazanium,air,non-urban air or from high stacks,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c36f35d1-e815-4c85-8686-1a2d21264a2c,Ammonium carbonate,000506-87-6,CH8N2O3,carbonate; diazanium,air,unspecified,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11f41c41-7733-49bc-b1b1-1f00fbade521,Ammonium carbonate,000506-87-6,CH8N2O3,carbonate; diazanium,air,urban air close to ground,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8570c45a-8c78-4709-9b8f-fb88314d9e9d,Ammonium sulfate,007783-20-2,H8N2O4S,diammonium sulfate; diazanium,water,unspecified,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6df9ea09-115a-4678-9f30-d92c877a46ec,Anhydrite,014798-04-0,CaH2O4S,Calcium sulfate; Calciumsulfat ,natural resource,in ground,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc941853-32f2-5a2b-87de-0cc7d6ce3a13,Anilazine,000101-05-3,C9H5Cl3N4,"4,6-dichloro-N-(2-chlorophenyl)-1,3,5-triazin-2-amine",soil,agricultural,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbad8aa1-0cfe-47c0-b7d5-7b58c433e601,Aniline,000062-53-3,C6H7N,aminobenzene; benzenamine; phenylamine,air,"low population density, long-term",kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e75c30-0933-4b72-a2ec-6251b7ab8e67,Aniline,000062-53-3,C6H7N,aminobenzene; benzenamine; phenylamine,air,lower stratosphere + upper troposphere,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857e2a6a-7072-4d9d-8c0b-707fdc2bcbc0,Aniline,000062-53-3,C6H7N,aminobenzene; benzenamine; phenylamine,air,non-urban air or from high stacks,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffcd4d88-aeb9-491c-ae8c-98838ed38b4d,Aniline,000062-53-3,C6H7N,aminobenzene; benzenamine; phenylamine,air,unspecified,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79def65c-bd77-4fb2-a1df-f4dba98ada8f,Aniline,000062-53-3,C6H7N,aminobenzene; benzenamine; phenylamine,air,urban air close to ground,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
044b9b1d-0406-4da9-bc8a-f180176e7ed9,Aniline,000062-53-3,C6H7N,aminobenzene; benzenamine; phenylamine,water,ground-,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
007de693-1d9e-40a5-a8b4-3d11bce8be9a,Aniline,000062-53-3,C6H7N,aminobenzene; benzenamine; phenylamine,water,"ground-, long-term",kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129c8923-0927-4aef-bdac-7373b2898606,Aniline,000062-53-3,C6H7N,aminobenzene; benzenamine; phenylamine,water,ocean,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca389e38-d086-4527-914c-9c09ea14ae4d,Aniline,000062-53-3,C6H7N,aminobenzene; benzenamine; phenylamine,water,surface water,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09f735ea-0a87-4e19-a660-d044db3a7118,Aniline,000062-53-3,C6H7N,aminobenzene; benzenamine; phenylamine,water,unspecified,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc840c3f-dbcd-4175-9bc2-7fba64501e39,Anthracene,000120-12-7,C14H10,Anthracen; Anthracin; Paranaphthalene,air,unspecified,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a93b1c8a-f6f3-4cfa-b83d-a655ff57ef6e,Anthracene,000120-12-7,C14H10,Anthracen; Anthracin; Paranaphthalene,water,ground-,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9af49586-3387-4fe6-874c-f67d9fe87bd3,Anthracene,000120-12-7,C14H10,Anthracen; Anthracin; Paranaphthalene,water,"ground-, long-term",kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4c2f1fd-079a-4afc-8acb-67d1c4465c00,Anthracene,000120-12-7,C14H10,Anthracen; Anthracin; Paranaphthalene,water,ocean,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa87ecd1-b103-4f43-b8dc-d44785c43fd4,Anthracene,000120-12-7,C14H10,Anthracen; Anthracin; Paranaphthalene,water,surface water,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d30c7d00-977b-44f7-bab1-eb11c2a5c589,Anthracene,000120-12-7,C14H10,Anthracen; Anthracin; Paranaphthalene,water,unspecified,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412022a7-3c01-4e3c-92c8-d710927ed17a,Anthranilic acid,000118-92-3,C7H7NO2,2-aminobenzoic acid; anthranilate; vitamin L1,air,"low population density, long-term",kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb03e520-4102-4fdf-a904-300f60e88151,Anthranilic acid,000118-92-3,C7H7NO2,2-aminobenzoic acid; anthranilate; vitamin L1,air,lower stratosphere + upper troposphere,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2cfb7e90-7484-48e3-9885-a7f097965ec3,Anthranilic acid,000118-92-3,C7H7NO2,2-aminobenzoic acid; anthranilate; vitamin L1,air,non-urban air or from high stacks,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9495989d-ca0f-4c30-a301-9aa8ae006676,Anthranilic acid,000118-92-3,C7H7NO2,2-aminobenzoic acid; anthranilate; vitamin L1,air,unspecified,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48adac6a-94d3-4a65-901b-e60824c01a65,Anthranilic acid,000118-92-3,C7H7NO2,2-aminobenzoic acid; anthranilate; vitamin L1,air,urban air close to ground,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3fe03409-76e1-4228-8fd7-77c4c6a0d9f3,Anthraquinone,000084-65-1,C14H8O2,"9,10-dihydro-9,10-dioxoanthracene; anthracene-9,10-dione",soil,agricultural,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47262180-8308-5d4c-9332-c77617e032ef,Antimony,007440-36-0,Sb,,natural resource,in ground,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa39136e-1ef6-43c1-af68-104da104568d,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,air,"low population density, long-term",kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49803ad0-9ca2-4507-a5ea-f152d16c929d,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,air,lower stratosphere + upper troposphere,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43b29ad9-26dd-4838-b931-6216e55a0120,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,air,non-urban air or from high stacks,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77927dac-dea3-429d-a434-d5a71d92c4f7,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,air,unspecified,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ea5684a-6d64-4f96-8c09-1d90f997c9d4,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,air,urban air close to ground,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4cf8d5c-f030-4b55-a3af-e3c20b855ee8,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,soil,agricultural,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183f9856-03ab-464d-9366-8ef62077b510,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,soil,forestry,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b2369a4-26bb-4b18-8479-752fdf7a5e7f,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,soil,industrial,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c49fb4cd-eed0-4438-9052-9612473cdbae,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,soil,unspecified,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5df5cb9f-812c-4ce8-ab1c-df6ab4d31900,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,water,ground-,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83cf77ca-867b-4eef-b0f0-78d71b3d91d5,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,water,"ground-, long-term",kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7805afa2-d93b-40bb-b841-325b98aec824,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,water,ocean,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34b96163-a3df-4bc1-8224-e2a9fe01b23f,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,water,surface water,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2dc8668-86de-4207-b20e-dc81dea63c98,Antimony ion,,,Antimony; Antimony (3+); Antimony (5+); Antimony III; Antimony V; Sb+3; Sb+5,water,unspecified,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799f84ba-279d-422e-9b81-ff6f8e6214ed,Antimony-122,014374-79-9,Sb,,water,ground-,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6d61373-a3bc-41c8-9867-eefcd1eea3d6,Antimony-122,014374-79-9,Sb,,water,"ground-, long-term",kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944a14b-bbca-4a94-9a77-73f6832b9625,Antimony-122,014374-79-9,Sb,,water,ocean,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad1ed615-e2cf-49e3-bd34-4589b4583222,Antimony-122,014374-79-9,Sb,,water,surface water,kBq,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84e56689-d3d4-4f9b-831d-e4e83046ce2c,Antimony-122,014374-79-9,Sb,,water,unspecified,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6cf5c7e9-f3c2-4185-82bb-b5a1278651da,Antimony-124,014683-10-4,Sb,,air,"low population density, long-term",kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7236656-9c75-47c1-8435-26283fd5d58b,Antimony-124,014683-10-4,Sb,,air,lower stratosphere + upper troposphere,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7567e592-ecfa-467b-9f11-19f11786505b,Antimony-124,014683-10-4,Sb,,air,non-urban air or from high stacks,kBq,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cd82962-d90f-409a-b3c1-961d5365d338,Antimony-124,014683-10-4,Sb,,air,unspecified,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42c74b9e-fa00-4612-a3bf-4951237cba04,Antimony-124,014683-10-4,Sb,,air,urban air close to ground,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9055607-c571-4903-85a8-7c20e3790c43,Antimony-124,014683-10-4,Sb,,water,ground-,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e066010-5511-4ce5-b7ff-446e58417a65,Antimony-124,014683-10-4,Sb,,water,"ground-, long-term",kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232b8aaa-06a6-4940-b725-46470bc82864,Antimony-124,014683-10-4,Sb,,water,ocean,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077b92b0-0610-48ba-9ff8-55c13e98364b,Antimony-124,014683-10-4,Sb,,water,surface water,kBq,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64f81516-52e1-4ce6-a22c-84d3f7cc9a53,Antimony-124,014683-10-4,Sb,,water,unspecified,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffe3e89e-e0c1-4665-a6e5-2404c131fe32,Antimony-125,014234-35-6,Sb,,air,"low population density, long-term",kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2466957-a3f8-4b31-8b95-3f5e6f99b594,Antimony-125,014234-35-6,Sb,,air,lower stratosphere + upper troposphere,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51f80fcc-8eb0-4912-afbd-e9b9861e45a4,Antimony-125,014234-35-6,Sb,,air,non-urban air or from high stacks,kBq,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314fbdb-a2c7-466b-bb6c-61c89f09df51,Antimony-125,014234-35-6,Sb,,air,unspecified,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33d0fe96-541c-4ac2-9dd6-51b44dc39676,Antimony-125,014234-35-6,Sb,,air,urban air close to ground,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9141288-0e08-4e15-92c7-3617251c64aa,Antimony-125,014234-35-6,Sb,,water,ground-,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16ff2790-3c88-4761-bb09-b91d981d2c30,Antimony-125,014234-35-6,Sb,,water,"ground-, long-term",kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a05e007-ce7e-4dd3-8cb7-54585031b8b5,Antimony-125,014234-35-6,Sb,,water,ocean,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01f511e2-7030-45f0-abb7-c24a4fae698b,Antimony-125,014234-35-6,Sb,,water,surface water,kBq,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa194dc5-ad5d-4c1e-a8f4-9fedba38fe8d,Antimony-125,014234-35-6,Sb,,water,unspecified,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38321e66-f6ab-4908-b26f-c17267559bc5,Argon-40,007440-37-1,Ar,argon,air,unspecified,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b46f615-69c9-4ca3-815e-a7bde116d202,Argon-40,007440-37-1,Ar,argon,natural resource,in air,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ebed407-1756-4880-8d8e-3b4da32bff8d,Argon-41,014163-25-8,Ar,,air,"low population density, long-term",kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4af1e88c-f848-4b3e-8a58-20c14de505d9,Argon-41,014163-25-8,Ar,,air,lower stratosphere + upper troposphere,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
091d8157-f865-4858-8ceb-0a49ac84614b,Argon-41,014163-25-8,Ar,,air,non-urban air or from high stacks,kBq,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7edd471-6c72-42b0-8c2b-8dc9f1959c63,Argon-41,014163-25-8,Ar,,air,unspecified,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006f0fd-a887-4969-8604-85f31be0b420,Argon-41,014163-25-8,Ar,,air,urban air close to ground,kBq,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e16fd15c-0ebc-55ba-8d3b-9704f13663cb,Arsenic,007440-38-2,As,,natural resource,in ground,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed751c30-a896-44f3-9a83-2a5328dde94d,Arsenic ion,,,Arsenic; Arsenic (3+); Arsenic (5+); Arsenic III; Arsenic V; As+3; As+5,air,"low population density, long-term",kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfce0b1a-2873-46fa-8e12-afb5a4213886,Arsenic ion,,,Arsenic; Arsenic (3+); Arsenic (5+); Arsenic III; Arsenic V; As+3; As+5,air,lower stratosphere + upper troposphere,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7348af7c-e102-4a03-a0df-efce16469eed,Arsenic ion,,,Arsenic; Arsenic (3+); Arsenic (5+); Arsenic III; Arsenic V; As+3; As+5,air,non-urban air or from high stacks,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc6dbdaa-9f13-43a8-8af5-6603688c6ad0,Arsenic ion,,,Arsenic; Arsenic (3+); Arsenic (5+); Arsenic III; Arsenic V; As+3; As+5,air,unspecified,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4d0a2c8-efef-4188-85da-5801097389a2,Arsenic ion,,,Arsenic; Arsenic (3+); Arsenic (5+); Arsenic III; Arsenic V; As+3; As+5,air,urban air close to ground,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673a799-36a5-4359-ac6a-fa933281bc93,Arsenic ion,,,Arsenic; Arsenic (3+); Arsenic (5+); Arsenic III; Arsenic V; As+3; As+5,soil,agricultural,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e19d86e-968d-4428-984f-70bfd843a8f4,Arsenic ion,,,Arsenic; Arsenic (3+); Arsenic (5+); Arsenic III; Arsenic V; As+3; As+5,soil,forestry,kg,ecoinvent orphan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebc4c2a3-c004-4053-8048-f41fdd9324c8,Arsenic ion,,,Arsenic; Arsenic (3+); Arsenic (5+); Arsenic III; Arsenic V; As+3; As+5,soil,industrial,kg,ecoinvent orphan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
